i,t,m,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
26804,2011,Niger,0,0,0,1,0,0,1,0,0,1,0,4,0,1
26805,2011,Niger,0,0,0,0,0,0,1,0,0,0,1,0,0,1
26806,2011,Niger,0,2,0,1,2,0,0,0,0,0,0,2,1,1
26807,2011,Niger,0,0,0,2,1,1,0,1,1,2,0,0,1,0
26808,2011,Niger,2,0,0,0,0,1,0,0,0,0,1,1,0,0
26809,2011,Niger,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26810,2011,Niger,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26811,2011,Niger,0,1,1,1,1,0,1,0,0,0,1,0,1,0
26812,2011,Niger,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26901,2011,Niger,0,1,0,0,1,0,0,1,0,0,0,1,0,0
26902,2011,Niger,0,1,0,0,0,1,0,1,1,1,0,1,0,0
26903,2011,Niger,0,0,0,0,0,1,0,2,0,0,0,1,0,0
26904,2011,Niger,1,0,0,0,1,0,0,0,0,0,0,1,0,0
26905,2011,Niger,0,1,0,0,1,0,0,1,0,0,0,1,0,0
26906,2011,Niger,0,0,0,0,0,1,0,2,0,0,1,1,0,0
26907,2011,Niger,1,2,0,0,1,0,1,0,1,0,0,0,1,0
26908,2011,Niger,0,2,1,3,2,0,1,0,0,1,2,0,1,0
26909,2011,Niger,0,0,2,2,2,0,1,0,0,1,1,1,0,1
26910,2011,Niger,1,1,0,0,1,1,0,1,2,1,0,1,2,1
26911,2011,Niger,0,1,0,0,3,0,1,0,1,0,1,2,2,0
26912,2011,Niger,1,2,0,0,0,0,0,0,2,1,0,1,1,2
27001,2011,Niger,0,0,0,0,2,0,0,0,2,1,0,1,1,0
27002,2011,Niger,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27003,2011,Niger,1,0,0,0,0,1,0,0,2,1,0,1,0,0
27004,2011,Niger,2,1,0,0,0,1,0,0,0,2,3,0,3,1
27005,2011,Niger,0,0,0,0,1,0,0,1,0,0,0,1,0,0
27006,2011,Niger,1,0,0,1,0,0,1,0,1,1,0,0,0,1
27007,2011,Niger,0,0,0,0,1,0,0,1,0,0,0,1,0,0
27008,2011,Niger,0,0,0,0,0,1,0,2,0,2,0,0,1,0
27009,2011,Niger,1,1,1,1,1,1,0,1,1,0,0,2,0,0
27011,2011,Niger,0,0,0,0,0,1,0,1,1,0,0,1,0,1
27012,2011,Niger,0,0,2,1,1,0,1,1,2,3,0,1,3,0
101,2014,Niger,0,0,0,0,2,0,1,0,0,1,0,1,1,0
102,2014,Niger,1,0,0,0,0,1,0,0,1,0,0,1,0,0
103,2014,Niger,0,1,1,1,0,0,1,3,0,1,0,1,0,0
104,2014,Niger,0,1,0,0,1,0,0,1,0,0,0,1,0,0
105,2014,Niger,0,0,0,0,2,0,0,0,1,0,0,0,0,1
106,2014,Niger,0,0,0,0,0,1,0,1,0,1,0,0,2,0
107,2014,Niger,0,0,0,2,1,0,1,0,0,0,0,0,0,0
108,2014,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,1
201,2014,Niger,0,0,3,2,1,0,0,0,1,2,0,1,2,1
202,2014,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,0
203,2014,Niger,2,0,0,0,0,1,0,0,1,0,0,0,1,0
204,2014,Niger,0,2,1,0,0,1,0,0,0,0,0,1,0,0
205,2014,Niger,1,0,0,0,0,1,0,1,0,0,0,1,0,0
206,2014,Niger,0,0,0,0,1,0,1,1,1,3,1,1,1,0
207,2014,Niger,0,0,0,0,0,1,0,0,0,0,0,1,1,0
208,2014,Niger,1,0,1,0,0,1,0,0,2,2,1,0,1,0
209,2014,Niger,0,0,2,0,0,0,1,0,0,0,0,0,0,0
301,2014,Niger,0,0,1,2,0,1,0,0,3,0,1,2,1,0
302,2014,Niger,0,1,1,1,0,0,0,0,0,1,1,0,0,1
303,2014,Niger,0,0,0,0,0,1,0,1,1,0,0,1,0,0
304,2014,Niger,0,1,1,0,0,0,1,1,1,1,1,1,1,0
305,2014,Niger,0,0,0,0,1,1,1,0,0,0,1,1,0,1
306,2014,Niger,0,1,1,0,0,0,1,0,0,0,0,0,1,0
309,2014,Niger,0,0,0,1,0,0,1,0,0,0,0,0,0,1
401,2014,Niger,1,1,1,0,0,1,0,2,3,3,3,2,1,0
402,2014,Niger,0,0,0,0,0,0,1,1,1,2,0,1,0,0
404,2014,Niger,0,0,0,0,0,0,1,0,0,2,1,0,0,1
405,2014,Niger,1,1,1,0,0,0,0,0,0,0,0,1,1,1
406,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,1,0,1
409,2014,Niger,1,2,0,0,0,1,0,1,1,2,0,1,0,0
502,2014,Niger,0,1,1,2,1,0,1,0,0,3,3,1,2,0
503,2014,Niger,1,2,1,1,0,0,1,0,0,0,1,1,1,0
504,2014,Niger,0,0,1,0,1,0,1,0,0,0,1,0,1,0
506,2014,Niger,1,2,0,3,2,0,1,1,1,2,1,0,3,0
507,2014,Niger,0,1,1,1,0,1,0,1,1,1,0,1,2,0
509,2014,Niger,0,0,0,0,1,0,0,1,0,0,0,1,0,0
601,2014,Niger,0,2,1,0,0,1,0,0,0,0,0,1,0,0
602,2014,Niger,0,0,0,0,0,1,0,1,0,1,1,0,1,0
603,2014,Niger,1,0,1,0,0,1,0,0,1,0,0,1,0,0
605,2014,Niger,0,0,0,0,0,1,0,1,0,0,0,1,0,0
608,2014,Niger,1,1,0,0,0,1,0,0,1,3,1,0,1,0
609,2014,Niger,0,0,2,0,2,1,0,2,1,0,1,2,1,0
701,2014,Niger,1,0,0,0,0,1,0,0,1,0,0,1,0,0
702,2014,Niger,0,1,1,0,0,0,1,1,0,0,1,1,0,0
703,2014,Niger,0,0,1,2,2,1,0,0,0,0,0,1,1,0
704,2014,Niger,0,1,0,0,0,1,0,1,1,0,0,1,0,0
705,2014,Niger,2,2,0,0,0,1,0,0,0,2,2,0,1,0
706,2014,Niger,0,0,1,0,0,0,1,1,0,0,1,0,2,0
707,2014,Niger,1,0,3,1,4,0,1,1,2,0,3,0,2,1
708,2014,Niger,0,1,0,1,4,0,1,1,0,4,3,0,2,0
801,2014,Niger,0,0,0,1,0,0,0,0,0,0,0,0,0,1
803,2014,Niger,0,1,0,0,0,1,0,3,1,0,0,1,0,0
804,2014,Niger,0,2,1,0,0,1,0,1,1,0,0,1,0,0
805,2014,Niger,0,0,0,0,0,0,1,0,0,1,0,0,1,0
806,2014,Niger,1,1,0,0,0,1,0,0,0,0,0,1,0,0
807,2014,Niger,1,0,0,0,0,1,0,1,2,1,0,1,0,0
808,2014,Niger,0,1,0,0,0,0,1,1,1,1,0,0,1,0
809,2014,Niger,1,1,0,0,0,1,0,0,1,0,0,1,0,0
901,2014,Niger,0,0,0,0,0,1,0,0,0,0,1,0,0,0
902,2014,Niger,1,4,4,2,2,0,1,0,0,0,1,0,3,0
903,2014,Niger,1,2,0,0,0,1,0,0,0,0,0,1,0,0
904,2014,Niger,0,0,1,1,2,0,1,0,0,1,0,0,0,1
905,2014,Niger,2,0,0,0,0,0,0,0,1,0,1,1,1,0
906,2014,Niger,0,1,1,1,0,0,1,0,0,2,1,0,0,1
907,2014,Niger,0,1,0,0,0,1,0,1,1,0,0,1,0,0
908,2014,Niger,0,2,0,2,1,1,0,0,1,0,0,2,0,0
909,2014,Niger,0,0,0,0,1,0,1,1,0,2,0,0,1,1
1002,2014,Niger,0,1,2,0,0,1,0,1,0,1,0,1,0,0
1003,2014,Niger,1,0,1,0,0,1,0,1,0,0,0,0,1,1
1004,2014,Niger,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1006,2014,Niger,0,1,1,0,0,0,1,1,0,0,1,1,0,1
1007,2014,Niger,1,0,1,0,0,0,0,0,1,3,1,0,1,0
1008,2014,Niger,0,1,1,0,0,1,0,1,0,2,2,1,1,0
1009,2014,Niger,0,2,1,0,0,1,0,1,1,1,0,1,0,0
1010,2014,Niger,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1011,2014,Niger,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1103,2014,Niger,1,3,1,0,1,0,1,0,1,0,0,1,0,0
1105,2014,Niger,0,1,2,0,0,1,0,1,0,1,0,0,1,0
1106,2014,Niger,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1107,2014,Niger,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1108,2014,Niger,0,1,0,0,0,0,1,1,1,2,0,0,1,0
1201,2014,Niger,0,0,3,1,0,0,1,0,1,0,1,0,1,0
1202,2014,Niger,2,1,1,1,1,0,1,0,0,0,1,0,1,0
1203,2014,Niger,1,1,0,0,0,1,0,0,1,0,2,1,0,1
1205,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1206,2014,Niger,0,0,2,2,1,1,0,1,0,0,1,0,1,0
1207,2014,Niger,0,1,3,1,0,0,1,1,1,0,0,1,0,1
1208,2014,Niger,1,1,1,0,0,1,0,0,1,0,0,2,0,0
1209,2014,Niger,2,1,2,0,1,0,1,0,1,0,0,1,0,0
1301,2014,Niger,0,0,0,0,0,1,0,2,2,1,0,1,0,0
1302,2014,Niger,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1303,2014,Niger,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1304,2014,Niger,0,1,2,2,1,0,1,0,0,0,1,0,1,0
1305,2014,Niger,0,1,0,0,0,1,0,2,1,2,0,0,1,0
1306,2014,Niger,0,0,0,0,1,0,1,0,0,1,2,2,1,0
1307,2014,Niger,1,3,0,0,0,0,1,0,0,0,0,1,0,0
1308,2014,Niger,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1401,2014,Niger,0,1,2,2,0,0,1,0,0,0,0,0,0,0
1402,2014,Niger,1,0,0,0,0,0,0,0,2,2,0,0,1,0
1403,2014,Niger,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1405,2014,Niger,1,1,1,1,0,1,0,0,1,2,0,0,1,0
1406,2014,Niger,1,0,1,1,2,0,0,0,0,1,2,1,0,0
1407,2014,Niger,1,0,1,1,0,0,1,0,1,0,0,1,1,0
1409,2014,Niger,1,1,0,2,2,0,1,0,1,1,1,1,2,0
1601,2014,Niger,0,0,1,1,0,0,0,1,0,0,0,0,1,1
1602,2014,Niger,0,0,0,1,1,0,1,1,2,2,1,0,1,0
1603,2014,Niger,2,1,0,0,0,1,0,0,1,1,0,1,0,0
1604,2014,Niger,1,2,2,0,0,1,0,0,0,0,0,1,0,0
1605,2014,Niger,0,1,1,0,0,1,0,1,1,2,0,0,1,0
1606,2014,Niger,1,0,0,0,1,0,0,1,1,0,0,1,0,0
1607,2014,Niger,0,0,0,0,0,1,0,1,3,0,0,1,0,0
1608,2014,Niger,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1609,2014,Niger,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1701,2014,Niger,0,0,2,0,1,0,1,0,0,0,0,0,0,1
1702,2014,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1703,2014,Niger,1,1,2,0,0,1,0,1,0,0,0,1,0,0
1704,2014,Niger,0,1,1,0,0,1,0,0,0,0,0,0,1,1
1705,2014,Niger,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1706,2014,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1707,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1708,2014,Niger,1,1,1,0,0,1,0,0,1,1,0,0,1,0
1709,2014,Niger,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1801,2014,Niger,2,0,0,1,1,0,1,0,2,3,0,0,2,0
1802,2014,Niger,0,0,0,0,0,1,0,1,2,1,1,0,1,0
1803,2014,Niger,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1804,2014,Niger,1,1,0,0,0,0,0,0,0,0,0,1,0,1
1805,2014,Niger,1,2,1,1,0,1,0,0,0,1,0,0,1,0
1806,2014,Niger,1,1,0,0,0,1,0,1,2,0,1,1,0,0
1807,2014,Niger,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1808,2014,Niger,0,0,1,0,0,1,0,0,1,1,1,0,1,0
1809,2014,Niger,0,1,1,1,0,1,1,0,0,0,0,1,1,0
1901,2014,Niger,0,0,0,1,1,0,1,0,0,0,0,0,1,1
1902,2014,Niger,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1903,2014,Niger,2,0,0,0,0,1,0,0,0,0,0,0,1,0
1904,2014,Niger,1,1,1,0,1,0,0,0,1,0,0,1,0,0
1906,2014,Niger,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1907,2014,Niger,0,0,1,0,0,0,1,2,1,2,0,1,1,0
1909,2014,Niger,0,2,2,4,1,0,1,0,1,0,4,1,0,2
2001,2014,Niger,1,2,0,1,0,1,0,0,0,2,0,0,1,0
2002,2014,Niger,1,0,1,0,0,1,0,0,1,1,1,0,1,0
2003,2014,Niger,0,1,1,1,0,0,0,0,0,1,0,0,1,0
2004,2014,Niger,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2005,2014,Niger,1,1,1,0,0,1,0,0,2,1,1,1,0,0
2006,2014,Niger,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2007,2014,Niger,0,1,1,1,0,0,1,0,1,1,2,0,1,0
2008,2014,Niger,2,1,2,0,0,0,1,0,1,0,0,0,1,0
2009,2014,Niger,0,0,1,0,0,0,1,0,0,0,0,0,1,2
2010,2014,Niger,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2011,2014,Niger,0,2,0,0,0,1,0,1,0,0,0,1,0,0
2101,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2102,2014,Niger,1,1,2,0,1,0,0,0,1,0,0,1,0,0
2103,2014,Niger,1,1,0,0,0,1,0,0,0,1,0,0,1,0
2104,2014,Niger,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2105,2014,Niger,0,0,2,1,0,0,1,0,0,0,0,0,0,1
2106,2014,Niger,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2108,2014,Niger,0,0,0,0,0,0,1,0,0,1,1,1,0,1
2109,2014,Niger,0,0,2,0,0,0,0,0,0,1,2,0,1,0
2201,2014,Niger,1,0,1,1,0,0,1,0,1,0,0,0,1,0
2202,2014,Niger,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2203,2014,Niger,1,0,0,1,0,0,1,0,0,2,1,1,1,0
2204,2014,Niger,1,1,0,0,0,1,0,1,1,2,0,1,0,0
2205,2014,Niger,0,0,1,2,0,0,1,0,2,0,1,0,1,0
2206,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2207,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2208,2014,Niger,0,0,0,0,0,1,0,1,2,1,0,1,0,0
2209,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2301,2014,Niger,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2302,2014,Niger,0,0,1,0,1,0,0,0,0,1,1,0,1,0
2303,2014,Niger,0,1,1,0,1,0,1,1,0,1,2,0,1,0
2304,2014,Niger,1,2,0,0,0,1,0,0,0,1,0,1,0,0
2305,2014,Niger,0,0,0,1,2,0,0,0,0,1,0,0,1,0
2306,2014,Niger,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2307,2014,Niger,0,0,0,0,0,0,1,0,1,1,1,0,0,0
2308,2014,Niger,1,0,0,0,1,0,0,0,2,1,0,1,0,0
2309,2014,Niger,1,0,0,0,0,1,0,0,2,0,0,1,0,0
2401,2014,Niger,0,1,1,0,0,0,1,0,0,4,0,0,1,1
2402,2014,Niger,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2403,2014,Niger,0,0,2,0,2,0,1,0,1,0,1,0,0,1
2404,2014,Niger,0,0,3,0,0,1,0,1,0,1,0,0,1,0
2405,2014,Niger,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2406,2014,Niger,0,0,1,0,0,0,1,0,0,0,2,0,0,1
2407,2014,Niger,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2408,2014,Niger,0,1,1,0,0,0,1,0,1,1,1,0,1,0
2409,2014,Niger,0,0,1,1,1,0,0,0,1,0,1,1,1,1
2502,2014,Niger,0,1,1,1,0,0,1,1,0,2,0,0,1,0
2504,2014,Niger,1,0,0,0,1,0,0,0,2,0,0,1,0,0
2505,2014,Niger,0,0,0,0,0,1,0,2,1,0,0,1,0,0
2506,2014,Niger,1,0,0,0,0,0,1,0,2,1,0,0,1,0
2507,2014,Niger,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2508,2014,Niger,0,1,0,0,0,0,1,0,0,1,1,0,1,0
2509,2014,Niger,0,3,0,0,0,0,0,1,0,1,0,2,0,1
2601,2014,Niger,1,2,0,0,0,1,0,0,1,1,0,1,0,0
2602,2014,Niger,0,1,1,1,0,1,0,1,0,0,0,0,1,0
2603,2014,Niger,0,0,0,2,0,0,1,0,0,1,0,0,0,1
2604,2014,Niger,0,1,0,0,0,1,0,2,0,0,0,1,0,0
2605,2014,Niger,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2606,2014,Niger,1,2,0,0,0,1,0,0,0,0,0,1,0,0
2607,2014,Niger,0,1,1,1,0,0,1,0,0,0,0,0,1,0
2608,2014,Niger,0,0,0,3,0,0,0,0,0,2,0,0,0,1
2609,2014,Niger,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2701,2014,Niger,0,1,0,0,2,0,1,0,2,2,1,0,1,0
2702,2014,Niger,1,2,0,0,0,1,0,0,0,0,0,1,0,0
2703,2014,Niger,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2704,2014,Niger,0,0,0,0,2,0,1,0,0,0,1,1,0,2
2705,2014,Niger,1,0,0,0,0,1,0,1,1,0,0,1,0,0
2706,2014,Niger,0,2,1,0,0,1,0,3,1,0,0,1,0,0
2707,2014,Niger,0,0,1,0,0,0,1,2,2,0,0,1,0,0
2708,2014,Niger,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2709,2014,Niger,0,0,0,0,0,0,1,0,0,2,0,0,1,0
2801,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2802,2014,Niger,0,1,0,0,0,1,0,0,0,2,0,0,1,0
2803,2014,Niger,0,0,1,2,0,0,1,0,2,2,0,0,1,0
2804,2014,Niger,0,0,0,0,0,0,1,0,0,1,1,0,0,1
2805,2014,Niger,2,0,1,0,0,1,0,0,1,0,1,1,0,0
2806,2014,Niger,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2807,2014,Niger,0,0,0,0,1,0,0,2,0,0,0,1,0,0
2808,2014,Niger,1,1,2,0,0,1,0,2,1,0,0,1,1,0
2901,2014,Niger,0,1,0,0,0,0,1,0,0,0,0,1,1,0
2902,2014,Niger,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2903,2014,Niger,0,2,1,0,0,1,0,0,1,0,1,0,1,0
2904,2014,Niger,0,0,1,2,2,1,0,0,0,0,0,0,0,1
2905,2014,Niger,0,1,2,0,1,2,0,0,1,0,1,0,1,1
2906,2014,Niger,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2907,2014,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2908,2014,Niger,0,2,1,0,0,1,0,1,0,0,0,1,0,0
2909,2014,Niger,1,0,0,0,0,1,0,0,1,0,2,1,0,0
3001,2014,Niger,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3002,2014,Niger,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3004,2014,Niger,1,0,1,0,0,0,1,0,3,0,0,2,0,0
3006,2014,Niger,0,0,0,0,3,0,1,0,0,0,0,0,0,0
3007,2014,Niger,0,0,0,0,2,0,0,0,0,0,0,0,0,1
3008,2014,Niger,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3009,2014,Niger,0,0,1,0,1,1,0,0,1,0,0,3,0,1
3010,2014,Niger,0,1,1,1,2,2,1,2,0,2,0,0,3,1
3011,2014,Niger,0,1,0,0,0,1,0,1,1,0,0,0,0,0
3012,2014,Niger,0,2,1,1,0,0,1,1,0,1,0,0,1,0
3101,2014,Niger,0,3,4,1,1,1,0,1,1,0,0,0,2,0
3102,2014,Niger,1,0,1,1,0,1,0,0,0,0,0,1,0,0
3103,2014,Niger,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3104,2014,Niger,0,0,0,1,0,1,0,1,1,0,0,1,0,0
3106,2014,Niger,1,0,2,1,0,0,1,0,1,0,0,0,0,1
3108,2014,Niger,0,1,0,0,0,1,0,2,1,0,0,2,0,0
3109,2014,Niger,1,1,1,0,0,1,0,0,1,0,0,1,0,0
3201,2014,Niger,0,1,1,0,0,0,1,0,0,1,1,0,1,0
3202,2014,Niger,0,1,0,0,0,1,0,2,0,0,0,1,0,0
3203,2014,Niger,0,0,1,2,1,0,1,1,1,0,0,0,2,0
3204,2014,Niger,0,2,1,0,0,1,0,0,0,1,0,1,0,0
3206,2014,Niger,0,2,0,0,1,0,0,0,0,0,0,1,0,0
3207,2014,Niger,1,1,0,0,1,0,0,1,1,0,0,1,0,0
3208,2014,Niger,0,0,0,0,1,0,0,2,0,0,0,1,0,0
3209,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3301,2014,Niger,0,0,1,0,1,0,0,1,2,0,0,1,0,0
3302,2014,Niger,0,0,1,2,0,0,1,0,1,1,1,0,1,0
3303,2014,Niger,0,2,1,0,1,1,0,1,0,0,0,1,0,0
3304,2014,Niger,0,2,0,3,0,1,0,0,1,0,0,0,1,0
3305,2014,Niger,0,0,1,0,0,0,0,0,1,2,0,0,0,1
3306,2014,Niger,1,0,0,0,0,1,0,0,2,0,0,0,1,0
3307,2014,Niger,0,2,0,0,0,0,1,0,0,2,0,0,1,1
3308,2014,Niger,1,0,1,2,1,0,1,0,0,0,0,0,1,0
3309,2014,Niger,1,1,1,0,1,1,0,0,0,0,1,0,1,0
3401,2014,Niger,0,1,1,2,0,0,0,0,0,0,2,0,1,0
3402,2014,Niger,0,0,1,1,0,0,0,0,2,1,0,0,1,0
3403,2014,Niger,1,2,1,0,0,0,1,0,0,1,0,0,1,0
3404,2014,Niger,0,0,0,0,2,0,0,0,0,0,0,0,0,1
3405,2014,Niger,0,2,0,0,0,1,0,0,0,2,1,0,1,0
3406,2014,Niger,1,2,1,0,0,1,0,0,1,0,0,1,0,0
3407,2014,Niger,1,0,1,1,0,1,0,0,1,1,0,1,0,0
3408,2014,Niger,2,0,1,0,0,1,0,0,2,0,0,1,0,0
3409,2014,Niger,1,2,0,0,0,0,1,0,0,2,1,0,1,0
3501,2014,Niger,0,3,1,0,0,0,0,0,0,1,0,0,1,0
3502,2014,Niger,0,1,1,0,0,0,0,1,2,0,0,0,1,0
3503,2014,Niger,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3504,2014,Niger,0,0,0,1,0,0,0,0,0,2,0,0,1,2
3505,2014,Niger,0,2,2,0,0,1,0,0,2,1,0,0,2,0
3506,2014,Niger,0,0,2,0,0,1,0,2,2,0,0,1,0,0
3507,2014,Niger,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3508,2014,Niger,2,1,0,0,1,0,0,0,0,1,0,1,0,0
3509,2014,Niger,0,1,0,0,1,0,1,0,0,0,0,1,0,1
3601,2014,Niger,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3602,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3603,2014,Niger,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3604,2014,Niger,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3605,2014,Niger,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3606,2014,Niger,0,2,0,0,0,0,1,0,2,0,0,0,1,1
3607,2014,Niger,2,1,0,0,0,1,0,0,1,1,0,1,0,0
3608,2014,Niger,0,0,1,0,0,1,0,2,1,1,0,0,1,0
3609,2014,Niger,1,1,2,0,1,0,1,1,0,0,1,1,1,0
3701,2014,Niger,0,3,2,0,0,0,1,0,0,0,0,0,1,0
3702,2014,Niger,0,0,0,1,0,1,0,3,2,2,1,0,1,0
3703,2014,Niger,0,0,0,0,0,1,0,0,2,0,0,1,0,0
3704,2014,Niger,1,0,2,0,0,0,0,0,0,1,1,0,0,1
3705,2014,Niger,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3706,2014,Niger,1,1,0,0,0,1,0,0,1,0,0,1,0,0
3707,2014,Niger,3,0,0,0,0,1,0,0,1,1,0,2,0,0
3708,2014,Niger,1,2,0,0,0,1,0,0,1,1,0,1,0,0
3709,2014,Niger,1,1,0,0,0,1,0,0,1,0,0,1,0,0
3801,2014,Niger,1,2,2,0,0,0,1,1,1,0,0,1,1,0
3802,2014,Niger,0,2,2,1,0,0,0,0,1,2,0,0,0,1
3803,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3804,2014,Niger,0,1,0,0,0,1,0,1,0,1,0,1,0,1
3805,2014,Niger,1,1,2,1,0,1,0,1,1,0,0,0,1,0
3806,2014,Niger,1,1,0,0,1,0,0,0,1,0,0,1,0,0
3807,2014,Niger,1,4,0,0,0,1,0,1,1,3,0,0,2,0
3808,2014,Niger,0,2,1,0,0,1,0,1,1,1,0,1,0,0
3809,2014,Niger,1,0,0,0,0,1,0,0,1,1,0,1,0,0
3901,2014,Niger,0,1,2,0,2,0,1,0,1,0,1,0,1,0
3902,2014,Niger,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3903,2014,Niger,0,2,1,0,0,1,0,0,0,0,0,1,0,0
3904,2014,Niger,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3905,2014,Niger,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3906,2014,Niger,1,0,1,0,0,1,0,1,2,2,0,1,1,0
3908,2014,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3909,2014,Niger,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4001,2014,Niger,1,1,1,0,0,1,0,0,0,0,0,0,1,0
4004,2014,Niger,0,3,0,3,0,0,1,0,1,3,0,0,2,0
4005,2014,Niger,1,0,1,2,1,1,0,0,2,2,0,0,1,0
4006,2014,Niger,0,0,2,0,0,1,0,0,0,1,0,0,1,0
4007,2014,Niger,0,2,5,0,0,1,0,0,2,0,0,0,2,0
4008,2014,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4010,2014,Niger,1,0,1,0,0,1,0,0,2,0,0,1,0,0
4011,2014,Niger,0,0,0,0,0,0,1,0,1,2,0,0,0,1
4012,2014,Niger,0,3,1,0,1,1,0,1,0,0,0,0,1,0
4101,2014,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4102,2014,Niger,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4103,2014,Niger,1,1,0,0,0,0,1,0,0,0,1,0,0,1
4104,2014,Niger,1,1,1,0,0,1,0,1,0,1,0,1,0,0
4105,2014,Niger,0,0,0,0,1,0,1,0,0,0,0,1,0,1
4106,2014,Niger,1,2,4,1,0,0,1,2,1,0,0,0,3,0
4107,2014,Niger,0,1,0,0,0,0,0,0,1,2,0,0,0,1
4108,2014,Niger,0,1,2,1,0,1,0,1,1,0,0,0,1,0
4109,2014,Niger,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4202,2014,Niger,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4203,2014,Niger,0,2,0,0,0,1,0,1,0,2,0,1,0,0
4205,2014,Niger,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4206,2014,Niger,0,0,0,0,0,0,1,0,1,0,0,0,0,1
