i,t,m,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
8607,2011,Niger,0,0,0,0,1,0,0,1,1,0,1,1,0,0
8608,2011,Niger,0,1,0,0,0,0,0,0,0,1,1,0,0,1
8609,2011,Niger,0,0,1,0,4,0,0,0,0,0,1,0,1,0
8610,2011,Niger,1,1,1,0,0,1,0,0,1,1,0,1,0,0
8611,2011,Niger,0,1,0,0,0,0,1,1,1,1,0,1,0,0
8612,2011,Niger,1,1,0,0,0,0,1,1,0,0,0,0,1,0
8701,2011,Niger,1,1,1,1,0,1,0,1,1,1,0,0,1,0
8702,2011,Niger,1,3,1,0,1,0,0,1,1,3,0,1,1,0
8703,2011,Niger,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8704,2011,Niger,0,1,1,0,0,0,1,1,0,1,2,1,1,0
8705,2011,Niger,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8706,2011,Niger,2,2,0,0,0,1,0,0,0,2,0,1,1,0
8707,2011,Niger,1,2,0,1,0,1,0,2,2,1,1,1,1,0
8708,2011,Niger,0,0,0,0,0,0,0,0,0,1,1,0,1,0
8709,2011,Niger,1,2,3,1,0,1,0,1,0,1,0,1,1,0
8710,2011,Niger,1,1,0,0,0,1,0,1,0,0,0,1,0,0
8711,2011,Niger,0,0,0,0,0,0,1,2,0,0,0,1,0,0
8712,2011,Niger,0,0,0,1,1,0,0,0,0,1,2,0,1,0
8801,2011,Niger,0,2,0,0,0,0,1,0,0,1,0,0,1,0
8802,2011,Niger,0,2,0,0,0,0,1,3,0,0,0,0,1,0
8803,2011,Niger,3,1,1,2,0,0,1,1,2,3,0,0,3,0
8804,2011,Niger,0,1,1,0,0,0,0,0,0,0,1,0,1,0
8805,2011,Niger,1,1,0,0,0,1,0,0,1,1,0,1,0,0
8806,2011,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8807,2011,Niger,2,0,0,0,1,0,0,1,0,0,0,1,0,0
8808,2011,Niger,0,0,1,0,0,0,1,0,1,0,0,0,1,0
8809,2011,Niger,2,1,1,0,0,1,0,0,0,2,0,0,1,0
8810,2011,Niger,0,0,0,0,0,0,0,0,1,0,1,0,0,2
8811,2011,Niger,1,2,0,2,0,0,1,0,0,1,0,1,0,1
8812,2011,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8814,2011,Niger,0,2,3,1,1,0,1,0,1,1,1,0,2,0
8815,2011,Niger,1,0,3,0,0,1,0,0,1,0,0,1,1,0
8816,2011,Niger,0,0,0,0,0,0,0,0,2,0,0,0,0,1
8817,2011,Niger,2,1,0,0,1,0,0,0,0,0,0,1,0,0
8818,2011,Niger,0,0,2,0,0,0,1,0,0,0,0,0,0,1
8901,2011,Niger,0,1,1,0,0,0,1,0,1,1,2,0,1,2
8902,2011,Niger,0,1,0,0,1,1,0,1,0,1,1,0,2,0
8903,2011,Niger,1,0,0,0,0,0,0,2,0,0,0,1,0,0
8904,2011,Niger,0,0,0,0,0,0,1,1,0,1,0,0,0,1
8905,2011,Niger,0,0,2,0,0,0,1,0,0,0,0,0,0,1
8906,2011,Niger,0,3,1,1,0,0,1,1,2,1,0,1,1,0
8907,2011,Niger,0,1,0,0,0,1,0,1,1,0,1,1,0,1
8908,2011,Niger,1,0,0,0,1,0,0,0,0,0,0,1,0,0
8909,2011,Niger,2,0,0,0,0,1,0,0,1,0,0,1,0,0
8910,2011,Niger,1,0,1,1,0,0,1,1,2,0,1,1,1,0
8911,2011,Niger,0,1,2,0,0,0,0,0,1,0,0,0,0,1
8912,2011,Niger,1,3,2,1,1,1,0,0,1,3,1,1,1,1
8913,2011,Niger,2,3,2,1,0,1,0,2,0,1,0,1,1,0
8914,2011,Niger,0,0,0,1,1,1,1,0,0,0,1,0,1,1
8915,2011,Niger,1,2,0,0,0,1,0,0,0,0,0,1,0,0
8916,2011,Niger,0,0,0,0,0,1,0,0,0,0,1,0,0,1
8917,2011,Niger,1,0,0,0,1,0,0,1,0,0,0,1,0,0
8918,2011,Niger,0,0,0,0,0,0,1,1,2,1,0,0,0,1
9001,2011,Niger,0,0,0,0,1,0,0,2,0,0,0,1,0,0
9002,2011,Niger,0,0,0,0,0,0,1,0,1,2,1,0,1,0
9003,2011,Niger,0,0,0,1,1,1,0,1,2,0,1,0,1,0
9004,2011,Niger,1,0,1,0,0,0,1,2,5,3,0,0,2,0
9005,2011,Niger,1,1,1,0,1,0,0,2,0,0,0,1,0,0
9006,2011,Niger,1,2,0,0,0,1,0,0,0,1,0,1,0,0
9007,2011,Niger,1,3,2,0,0,1,0,2,0,2,2,1,1,0
9008,2011,Niger,1,2,1,0,0,0,0,0,0,0,0,0,1,0
9009,2011,Niger,1,2,0,0,0,1,0,0,0,0,0,1,0,0
9010,2011,Niger,0,1,0,0,0,0,0,0,0,0,3,0,1,0
9011,2011,Niger,1,2,0,2,0,1,0,0,2,2,1,1,1,0
9012,2011,Niger,2,0,0,1,0,1,1,0,3,0,0,0,1,1
9013,2011,Niger,0,0,1,0,0,1,0,2,1,1,0,1,0,0
9014,2011,Niger,2,1,0,0,0,1,0,1,0,0,1,1,0,0
9015,2011,Niger,1,1,0,0,0,1,0,2,1,0,1,2,0,0
9016,2011,Niger,1,0,0,0,0,1,0,1,1,0,0,0,1,0
9017,2011,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9018,2011,Niger,1,1,0,0,0,0,0,1,0,1,0,0,0,1
9101,2011,Niger,0,0,0,0,0,0,2,0,0,0,0,0,0,0
9102,2011,Niger,1,1,1,0,0,1,0,1,0,1,0,2,0,0
9103,2011,Niger,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9104,2011,Niger,1,1,0,0,1,0,0,0,0,0,2,0,1,0
9105,2011,Niger,1,2,0,0,0,1,0,1,0,1,1,2,0,0
9106,2011,Niger,1,2,1,1,1,0,1,1,1,0,2,0,3,0
9107,2011,Niger,0,2,0,1,0,0,1,0,0,1,0,0,1,0
9108,2011,Niger,0,1,0,0,0,1,0,0,1,1,0,1,1,0
9109,2011,Niger,3,0,0,0,1,0,0,0,0,0,1,0,0,0
9110,2011,Niger,0,2,0,0,1,0,1,2,0,0,1,1,1,0
9111,2011,Niger,1,0,0,0,1,0,0,1,1,0,0,1,0,0
9112,2011,Niger,0,0,3,2,1,1,0,0,2,0,3,0,2,0
9113,2011,Niger,1,2,2,1,0,1,0,2,0,2,0,1,1,1
9114,2011,Niger,1,0,0,0,1,0,0,0,0,0,0,1,0,0
9115,2011,Niger,2,0,0,0,0,1,1,1,1,0,0,2,0,0
9116,2011,Niger,0,1,1,0,1,0,0,1,1,0,0,1,0,0
9117,2011,Niger,1,0,0,0,0,1,0,0,0,0,0,1,0,0
9118,2011,Niger,0,0,1,0,0,1,0,2,2,1,0,0,1,0
9201,2011,Niger,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9202,2011,Niger,1,0,2,0,0,1,0,1,0,0,0,1,0,0
9203,2011,Niger,0,1,1,3,1,1,0,0,0,0,0,0,1,0
9204,2011,Niger,3,2,1,0,0,1,0,2,2,2,0,1,1,0
9205,2011,Niger,2,2,2,0,0,0,1,1,1,0,0,1,1,0
9206,2011,Niger,0,0,1,1,1,1,0,2,2,0,0,0,1,0
9207,2011,Niger,1,1,0,0,1,0,0,1,0,0,0,1,0,0
9208,2011,Niger,1,1,0,0,0,1,0,1,0,0,0,1,0,0
9209,2011,Niger,1,0,0,0,1,0,0,1,0,0,1,0,0,0
9210,2011,Niger,1,2,1,0,0,1,0,0,1,0,0,1,1,0
9211,2011,Niger,2,0,0,0,0,1,0,0,1,0,0,1,0,0
9212,2011,Niger,0,0,0,0,2,0,0,1,1,0,1,1,1,0
9213,2011,Niger,0,1,0,2,0,0,1,0,1,1,0,0,4,0
9214,2011,Niger,1,1,0,0,1,0,0,0,1,0,0,1,0,0
9215,2011,Niger,2,2,2,4,1,1,0,1,1,0,0,2,1,0
9216,2011,Niger,2,1,0,0,0,1,0,0,1,0,0,1,0,0
9217,2011,Niger,1,2,1,0,0,1,0,1,0,0,0,1,0,0
9218,2011,Niger,0,0,0,0,1,0,0,1,0,0,0,1,0,0
9301,2011,Niger,0,0,0,0,1,0,0,1,1,0,1,1,0,0
9302,2011,Niger,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9303,2011,Niger,0,0,0,0,1,0,0,1,0,0,0,1,0,0
9304,2011,Niger,2,2,1,0,0,1,0,0,0,1,0,1,0,0
9305,2011,Niger,0,0,1,0,0,0,1,1,1,0,0,0,1,0
9306,2011,Niger,0,0,2,1,0,0,1,0,0,1,0,0,0,1
9307,2011,Niger,1,1,0,0,0,1,0,0,3,0,0,2,0,1
9308,2011,Niger,1,0,0,0,0,1,0,1,1,0,0,1,0,0
9309,2011,Niger,2,4,2,1,0,1,0,1,0,0,0,1,1,0
9310,2011,Niger,1,0,2,2,0,1,0,2,1,0,0,0,2,0
9311,2011,Niger,0,1,0,1,0,1,0,0,1,0,0,1,1,0
9312,2011,Niger,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9313,2011,Niger,3,2,1,2,0,1,0,1,0,2,0,2,0,0
9314,2011,Niger,0,1,2,0,0,0,1,0,0,0,0,0,1,0
9315,2011,Niger,1,0,0,0,0,0,1,1,1,0,0,1,0,0
9316,2011,Niger,0,1,2,1,0,1,0,2,1,1,0,2,0,0
9317,2011,Niger,0,3,1,0,0,0,1,1,0,0,0,0,1,0
9318,2011,Niger,1,2,0,0,0,1,0,0,1,1,0,1,0,1
9401,2011,Niger,1,0,0,0,1,0,0,0,2,0,0,1,0,0
9402,2011,Niger,0,0,0,1,1,0,1,0,0,0,0,0,0,1
9403,2011,Niger,0,2,0,0,0,1,0,1,0,1,0,1,0,0
9404,2011,Niger,2,1,1,0,0,1,0,1,2,0,0,1,0,0
9405,2011,Niger,1,1,0,0,1,0,0,0,0,0,0,1,0,0
9406,2011,Niger,1,0,2,1,0,0,1,1,1,0,0,0,1,0
9407,2011,Niger,0,0,0,0,1,0,0,0,0,0,1,1,0,0
9408,2011,Niger,1,0,0,0,1,0,0,0,0,0,1,0,0,0
9409,2011,Niger,0,1,0,0,0,1,0,0,2,0,0,2,0,0
9410,2011,Niger,0,2,0,0,0,1,0,3,1,1,0,2,0,0
9411,2011,Niger,0,0,0,0,1,0,0,1,0,0,1,0,0,0
9412,2011,Niger,1,1,1,3,0,0,1,0,2,0,2,1,1,1
9413,2011,Niger,0,0,0,1,0,0,1,0,5,1,0,0,2,1
9414,2011,Niger,0,1,0,0,0,0,1,0,1,1,0,0,1,0
9415,2011,Niger,0,1,1,1,0,1,0,1,0,0,0,0,1,0
9416,2011,Niger,1,1,0,0,0,1,1,1,1,0,0,1,0,0
9417,2011,Niger,1,1,0,0,1,0,0,1,0,0,0,1,0,0
9418,2011,Niger,3,2,0,1,0,1,1,2,2,1,0,4,0,0
9501,2011,Niger,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9502,2011,Niger,0,0,0,0,0,0,1,0,1,0,0,0,0,1
9503,2011,Niger,1,1,0,1,0,1,0,1,0,1,1,0,1,0
9504,2011,Niger,1,3,0,0,0,1,0,2,1,0,0,1,0,0
9505,2011,Niger,1,0,0,0,0,0,1,1,1,0,1,0,1,1
9506,2011,Niger,2,1,0,1,0,1,0,0,1,0,0,1,0,0
9507,2011,Niger,2,1,0,0,1,1,0,1,2,0,0,2,0,0
9508,2011,Niger,2,0,0,0,1,0,0,0,0,0,0,1,0,0
9509,2011,Niger,1,3,0,0,0,1,0,0,0,0,0,1,0,0
9510,2011,Niger,1,1,0,0,1,0,0,0,0,0,0,1,0,0
9511,2011,Niger,1,1,0,0,1,0,0,1,0,0,0,1,0,0
9512,2011,Niger,1,0,0,0,1,0,1,0,2,4,2,0,3,0
9513,2011,Niger,1,2,1,0,0,1,0,0,1,1,0,1,1,0
9514,2011,Niger,1,1,0,1,1,1,0,3,0,1,1,1,1,0
9515,2011,Niger,0,1,0,2,1,1,0,1,1,2,0,0,1,0
9516,2011,Niger,2,1,0,0,0,1,0,0,1,0,0,1,0,0
9517,2011,Niger,1,1,0,2,1,1,0,0,3,4,2,0,2,0
9518,2011,Niger,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9601,2011,Niger,1,0,1,0,1,0,1,0,1,0,0,0,1,0
9602,2011,Niger,0,0,0,0,0,0,1,0,2,1,0,0,1,0
9603,2011,Niger,1,0,0,1,0,0,1,0,0,2,0,0,1,0
9604,2011,Niger,0,1,2,0,0,0,1,0,0,0,0,0,0,1
9605,2011,Niger,0,0,0,0,0,0,1,1,0,0,1,0,1,0
9606,2011,Niger,0,1,0,2,1,1,1,1,1,0,1,1,1,1
9607,2011,Niger,0,0,0,0,1,0,0,1,0,0,1,0,0,0
9608,2011,Niger,0,2,0,0,0,1,0,0,0,0,0,1,0,0
9609,2011,Niger,0,1,0,1,0,1,0,1,1,1,0,1,0,0
9610,2011,Niger,0,0,1,0,0,0,1,0,1,1,1,0,1,1
9611,2011,Niger,0,2,2,0,0,1,0,1,1,0,0,1,0,0
9612,2011,Niger,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9613,2011,Niger,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9614,2011,Niger,2,1,2,0,0,1,0,2,1,0,0,2,0,0
9615,2011,Niger,0,0,0,0,0,0,1,0,1,0,1,0,0,1
9616,2011,Niger,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9617,2011,Niger,3,1,0,0,0,1,0,1,0,0,0,1,0,0
9618,2011,Niger,1,0,0,1,0,1,0,2,1,0,0,1,0,0
9701,2011,Niger,0,0,0,0,1,0,0,2,2,0,0,1,0,0
9702,2011,Niger,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9703,2011,Niger,0,0,0,0,0,0,0,0,0,3,1,0,0,1
9704,2011,Niger,0,1,0,1,0,0,1,0,0,2,0,0,1,0
9705,2011,Niger,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9706,2011,Niger,0,0,0,0,0,1,0,2,2,1,0,1,0,0
9707,2011,Niger,2,2,1,0,0,1,0,0,0,0,0,1,0,0
9708,2011,Niger,0,0,0,0,1,0,0,2,0,0,0,1,0,0
9709,2011,Niger,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9710,2011,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9711,2011,Niger,0,0,0,0,1,0,0,2,2,0,0,1,0,0
9712,2011,Niger,2,0,0,1,0,0,1,0,1,1,0,1,0,1
9713,2011,Niger,0,0,0,0,0,1,0,1,1,0,0,1,0,0
9714,2011,Niger,0,1,0,0,0,1,0,1,0,0,0,1,0,0
9715,2011,Niger,0,1,0,0,0,1,0,1,2,0,0,1,0,0
9716,2011,Niger,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9717,2011,Niger,0,0,0,0,1,0,0,2,0,0,0,1,0,0
9718,2011,Niger,0,0,0,0,1,0,0,2,1,0,0,1,0,0
9801,2011,Niger,1,0,0,0,0,1,0,2,2,2,0,2,0,0
9802,2011,Niger,2,1,0,0,0,1,0,1,2,0,0,2,0,0
9804,2011,Niger,0,2,0,1,0,1,0,1,0,2,0,0,1,0
9805,2011,Niger,0,1,0,0,1,0,0,2,0,0,1,1,0,0
9806,2011,Niger,2,1,0,0,1,0,0,0,0,0,0,1,0,0
9807,2011,Niger,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9808,2011,Niger,0,2,0,0,0,1,0,1,1,0,1,0,1,0
9809,2011,Niger,0,0,0,0,0,1,0,3,1,0,0,2,0,0
9810,2011,Niger,1,1,0,0,0,1,0,0,0,1,0,1,0,0
9811,2011,Niger,0,0,0,0,1,0,0,2,3,0,1,1,0,0
9812,2011,Niger,2,2,2,0,0,1,0,2,0,1,0,0,2,0
9813,2011,Niger,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9814,2011,Niger,0,1,3,2,1,0,1,2,2,1,0,0,2,0
9815,2011,Niger,2,2,2,2,1,1,0,3,2,0,0,1,1,0
9816,2011,Niger,1,2,0,0,0,1,0,0,1,0,0,1,0,0
9817,2011,Niger,1,2,0,1,0,1,0,0,1,0,0,1,0,0
9818,2011,Niger,1,0,0,0,0,1,0,1,0,0,0,1,0,0
9901,2011,Niger,1,2,2,2,1,1,0,1,2,2,0,0,2,1
9902,2011,Niger,1,0,1,1,1,0,0,0,2,0,0,2,0,0
9903,2011,Niger,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9904,2011,Niger,1,1,2,0,1,0,1,1,1,1,1,1,1,1
9905,2011,Niger,1,1,0,1,0,1,0,1,1,1,2,1,1,0
9906,2011,Niger,0,2,0,0,0,1,0,1,0,0,0,1,0,0
9907,2011,Niger,1,0,0,0,0,0,1,1,0,0,0,1,0,1
9908,2011,Niger,1,1,0,0,0,1,0,2,2,2,0,2,0,1
9909,2011,Niger,2,0,1,0,0,1,0,1,2,1,0,1,1,0
9910,2011,Niger,1,0,0,0,0,1,0,3,1,1,0,2,0,0
9911,2011,Niger,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9912,2011,Niger,0,0,2,1,0,0,0,1,1,1,1,1,1,0
9913,2011,Niger,1,0,1,0,0,1,0,1,3,1,0,1,1,0
9914,2011,Niger,0,1,0,0,0,1,0,0,0,2,0,0,1,0
9915,2011,Niger,0,2,1,0,0,1,0,3,3,1,0,2,0,0
9916,2011,Niger,0,1,0,0,0,1,0,1,1,0,0,1,0,0
9917,2011,Niger,1,0,1,0,0,1,0,1,1,0,0,1,0,0
9918,2011,Niger,0,3,0,0,0,0,1,0,3,1,0,0,2,0
10001,2011,Niger,1,0,0,0,0,1,0,1,2,0,0,1,0,0
10002,2011,Niger,0,2,2,0,0,1,0,2,2,0,0,1,0,0
10003,2011,Niger,0,0,1,1,0,1,0,0,0,0,0,0,1,0
10004,2011,Niger,2,1,0,0,1,0,0,0,0,1,0,1,0,0
10005,2011,Niger,0,1,1,0,0,1,0,1,0,1,0,0,1,0
10006,2011,Niger,0,0,0,0,1,0,0,1,1,0,1,1,0,0
10007,2011,Niger,1,0,0,0,1,0,0,0,1,0,0,1,0,0
10008,2011,Niger,1,1,1,0,0,1,0,1,1,0,0,1,0,0
10009,2011,Niger,1,0,1,0,0,1,0,1,0,1,0,1,0,1
10010,2011,Niger,1,2,1,1,0,0,0,0,0,1,1,0,1,0
10011,2011,Niger,0,0,0,1,0,0,1,0,0,0,0,0,0,1
10012,2011,Niger,0,0,0,1,0,0,1,0,0,0,0,0,0,1
10013,2011,Niger,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10014,2011,Niger,1,1,2,1,0,0,1,0,1,1,0,0,1,0
10015,2011,Niger,0,1,1,0,0,0,1,0,0,0,0,0,1,0
10016,2011,Niger,1,2,0,0,0,1,0,0,0,0,0,1,0,0
10017,2011,Niger,1,2,0,0,0,0,1,1,0,0,0,1,1,0
10018,2011,Niger,1,1,0,0,1,0,0,1,0,0,0,1,0,0
10101,2011,Niger,1,1,1,0,0,1,0,1,2,0,0,2,0,0
10102,2011,Niger,2,0,0,0,0,1,0,0,3,1,0,2,0,0
10103,2011,Niger,1,0,0,1,0,1,0,0,2,0,0,0,1,0
10104,2011,Niger,1,2,0,0,1,0,0,1,1,0,1,1,0,0
10105,2011,Niger,2,0,0,0,0,1,0,0,1,0,0,1,0,0
10106,2011,Niger,0,2,1,1,0,0,1,1,0,0,0,1,1,0
10107,2011,Niger,0,1,1,0,1,1,0,0,1,0,0,0,1,0
10108,2011,Niger,0,0,0,0,1,0,0,0,2,0,0,1,0,0
10109,2011,Niger,0,1,0,0,0,1,0,0,0,1,0,1,0,0
10110,2011,Niger,0,1,0,1,0,0,0,1,0,3,0,0,1,0
10111,2011,Niger,1,0,0,1,0,0,1,0,0,0,0,1,1,0
10112,2011,Niger,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10113,2011,Niger,0,0,0,0,0,0,1,0,1,0,0,0,0,1
10114,2011,Niger,0,1,1,0,2,0,0,0,1,0,1,0,1,0
10115,2011,Niger,0,0,0,1,1,0,1,1,0,1,1,0,1,0
10116,2011,Niger,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10117,2011,Niger,0,0,1,1,0,1,0,2,1,2,0,0,2,0
10118,2011,Niger,0,0,1,0,0,0,1,0,2,0,0,0,2,2
10201,2011,Niger,0,1,1,0,0,1,0,1,0,2,1,0,1,0
10202,2011,Niger,1,1,0,0,1,0,0,0,1,0,0,1,1,0
10203,2011,Niger,1,0,0,0,0,1,0,1,1,0,0,1,0,0
10204,2011,Niger,0,0,1,0,0,0,0,1,1,0,1,1,0,0
10205,2011,Niger,0,2,3,2,0,1,0,0,3,0,0,1,2,0
10206,2011,Niger,1,1,0,0,0,1,0,0,1,0,0,0,1,0
10207,2011,Niger,0,0,0,0,0,1,0,2,1,0,0,1,0,0
10208,2011,Niger,1,1,2,0,0,1,0,0,1,0,0,1,0,0
10209,2011,Niger,1,1,0,0,1,0,0,0,1,0,0,1,0,0
10210,2011,Niger,1,0,0,0,1,0,0,1,1,0,0,1,0,0
10211,2011,Niger,3,1,1,1,1,1,0,1,3,1,0,2,1,0
10212,2011,Niger,1,0,0,0,1,0,0,1,0,0,0,1,0,0
10213,2011,Niger,0,1,0,0,1,0,0,1,1,0,0,1,0,0
10214,2011,Niger,3,0,0,0,0,1,0,0,1,0,0,2,0,0
10215,2011,Niger,1,0,1,1,0,1,0,0,3,0,0,2,0,0
10216,2011,Niger,1,1,0,0,1,0,0,1,2,0,1,1,0,0
10217,2011,Niger,0,0,0,0,0,0,1,1,1,0,0,1,0,1
10218,2011,Niger,0,0,0,0,1,0,0,0,0,0,1,1,0,0
10301,2011,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10302,2011,Niger,0,0,0,0,0,0,1,0,0,1,0,0,1,0
10303,2011,Niger,0,0,1,1,0,0,1,1,1,0,0,0,0,1
10304,2011,Niger,1,0,1,0,0,1,0,0,3,0,0,1,0,0
10305,2011,Niger,0,1,2,0,0,1,0,2,2,0,0,1,1,0
10306,2011,Niger,2,0,0,1,1,1,0,2,2,2,1,1,1,0
10307,2011,Niger,0,0,0,0,1,0,1,0,0,0,0,0,0,2
10308,2011,Niger,1,0,0,0,0,1,0,0,2,1,0,0,1,0
10309,2011,Niger,1,2,0,0,1,1,0,0,0,1,0,1,0,0
10310,2011,Niger,0,0,0,0,0,1,1,0,0,0,1,0,1,0
10311,2011,Niger,2,0,0,0,1,0,0,0,1,0,0,1,0,0
10312,2011,Niger,1,0,0,0,0,1,0,1,1,1,0,1,0,0
10313,2011,Niger,0,0,0,0,1,0,0,2,1,0,0,2,0,0
10314,2011,Niger,1,0,1,1,0,0,1,0,0,0,0,0,1,0
10315,2011,Niger,1,3,1,1,0,1,0,2,1,0,0,2,0,0
10316,2011,Niger,1,1,0,0,0,1,0,1,0,2,0,2,0,0
10317,2011,Niger,0,1,0,0,0,0,1,0,0,1,1,0,0,1
10318,2011,Niger,1,0,2,0,0,1,1,0,0,0,0,0,0,1
10401,2011,Niger,0,3,0,0,0,1,0,1,0,1,0,1,0,0
10402,2011,Niger,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10403,2011,Niger,1,1,1,0,0,1,0,0,1,0,0,0,1,0
10404,2011,Niger,1,0,0,0,0,1,0,0,0,0,0,0,1,0
10405,2011,Niger,0,0,0,1,1,0,1,0,0,1,0,0,1,1
10406,2011,Niger,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10407,2011,Niger,0,1,0,0,0,0,1,1,0,2,0,0,1,0
10408,2011,Niger,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10409,2011,Niger,0,2,0,1,0,0,0,2,0,2,0,2,1,0
10410,2011,Niger,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10411,2011,Niger,0,1,0,0,1,0,0,0,0,0,0,1,0,0
10412,2011,Niger,0,0,1,1,0,0,1,0,0,0,0,0,1,0
10413,2011,Niger,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10414,2011,Niger,2,0,2,1,1,0,1,1,3,1,0,1,2,0
10415,2011,Niger,1,0,0,0,0,0,0,0,1,0,0,1,0,1
10416,2011,Niger,0,0,2,1,0,0,1,0,1,0,0,0,0,1
10417,2011,Niger,0,0,1,2,0,0,1,0,1,1,0,0,1,0
10418,2011,Niger,0,0,1,1,0,0,1,0,0,0,2,0,1,0
10501,2011,Niger,0,0,1,0,1,0,1,0,0,1,0,1,2,0
10502,2011,Niger,0,0,0,0,1,0,0,1,0,0,1,0,0,0
10503,2011,Niger,1,0,1,0,0,1,0,2,0,0,0,1,0,0
10504,2011,Niger,1,1,0,0,1,0,0,1,1,0,0,1,0,0
10505,2011,Niger,2,0,0,1,0,0,1,0,1,1,0,1,1,0
10506,2011,Niger,0,1,0,0,1,0,0,1,1,0,0,1,0,0
10507,2011,Niger,0,1,1,0,0,0,1,0,0,2,0,0,3,0
10508,2011,Niger,0,0,0,1,0,1,0,0,1,0,0,1,1,0
10509,2011,Niger,1,1,0,0,0,0,1,0,0,2,0,0,1,0
10510,2011,Niger,0,0,0,1,0,0,2,0,1,1,1,0,2,1
10511,2011,Niger,2,1,1,2,2,0,1,1,0,1,0,2,2,0
10512,2011,Niger,0,0,0,1,0,1,0,0,1,0,0,0,1,0
10513,2011,Niger,0,0,0,1,0,0,0,1,1,0,0,1,0,0
10514,2011,Niger,0,2,0,0,0,1,0,0,1,0,0,1,0,0
10515,2011,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10516,2011,Niger,0,0,1,1,0,1,0,1,1,1,0,1,1,0
10517,2011,Niger,0,0,2,0,2,1,0,0,0,1,0,0,1,0
10518,2011,Niger,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10601,2011,Niger,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10602,2011,Niger,4,2,1,0,0,1,0,1,1,2,0,3,0,0
10603,2011,Niger,0,0,1,1,0,0,1,1,1,0,0,1,1,0
10604,2011,Niger,0,0,0,0,1,0,0,2,0,0,0,1,0,0
10605,2011,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10607,2011,Niger,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10608,2011,Niger,0,2,2,0,0,1,0,0,0,0,2,1,0,0
10609,2011,Niger,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10610,2011,Niger,2,2,0,0,0,1,0,0,0,1,1,1,0,0
10611,2011,Niger,0,0,0,0,1,0,0,0,0,1,0,1,0,0
10612,2011,Niger,2,1,1,0,0,0,1,3,1,0,0,0,3,0
10613,2011,Niger,0,3,0,0,0,1,0,2,0,1,0,1,0,0
10614,2011,Niger,1,0,6,1,0,0,1,4,2,1,1,1,1,2
10615,2011,Niger,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10616,2011,Niger,1,1,2,0,0,1,0,1,0,0,1,0,1,0
10617,2011,Niger,0,0,2,1,0,0,1,2,2,0,0,1,1,1
10618,2011,Niger,2,1,2,0,0,1,0,0,2,0,0,2,0,0
10701,2011,Niger,0,0,0,0,2,0,0,1,0,0,0,2,0,0
10702,2011,Niger,0,1,1,1,0,0,0,0,0,1,1,2,0,1
10703,2011,Niger,0,0,2,2,1,0,0,0,0,0,1,0,0,1
10704,2011,Niger,1,0,0,0,1,0,0,0,0,0,0,1,2,0
10705,2011,Niger,0,0,1,3,5,0,0,0,0,0,0,0,1,0
10706,2011,Niger,0,0,0,0,0,1,0,1,1,0,0,1,0,0
10707,2011,Niger,0,0,1,2,3,0,1,0,0,2,0,0,1,1
10708,2011,Niger,3,1,3,1,2,1,0,0,3,3,0,2,2,0
10709,2011,Niger,0,0,1,1,0,0,1,0,0,0,0,0,0,1
