i,t,m,Females 00-00,Females 01-04,Females 05-09,Females 10-14,Females 15-19,Females 20-29,Females 30-49,Females 50-59,Females 60-99,Males 00-00,Males 01-04,Males 05-09,Males 10-14,Males 15-19,Males 20-29,Males 30-49,Males 50-59,Males 60-99,boys,girls,log HSize,men,women
70910/05,2016-17,Upper West,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.098612289,0,1
70910/06,2016-17,Upper West,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.386294361,2,2
70910/07,2016-17,Upper West,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,1.386294361,0,1
70910/08,2016-17,Upper West,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1.609437912,1,1
70910/09,2016-17,Upper West,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1.609437912,2,1
70910/10,2016-17,Upper West,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.098612289,0,2
70910/11,2016-17,Upper West,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,3
70910/12,2016-17,Upper West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70911/01,2016-17,Upper West,0,1,1,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,4,2.079441542,1,2
70911/02,2016-17,Upper West,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.098612289,1,1
70911/03,2016-17,Upper West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70911/04,2016-17,Upper West,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70911/05,2016-17,Upper West,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,1.609437912,3,1
70911/06,2016-17,Upper West,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,3,0,1.609437912,1,1
70911/07,2016-17,Upper West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70911/08,2016-17,Upper West,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361,1,1
70911/09,2016-17,Upper West,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1.386294361,1,2
