"Data Source","World Development Indicators",

"Last Updated Date","2024-02-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Tonga","TON","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","382025248.225063","400348546.186505","408246060.418954","437845643.642113","467330987.615571","470331220.114052","474921120.815988","482734407.805015","464909696.399468","522989705.450417","",
"South Asia (IDA & IBRD)","TSA","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","203381985418.522","210483802788.87","211560575728.469","220070445266.263","235819915303.205","236273643508.854","239592616091.891","249241710320.731","256064429665.023","265790004978.456","278448300782.49","279827961490.282","276824455508.704","272598213100.903","269654651226.927","279337994610.905","283783398117.578","296156972181.257","318628499751.953","314312643955.687","339912764242.591","350308932246.243","351531578616.74","376093053827.106","389281288953.27","403865409247.29","416434132607.64","430441731864.554","459314074747.964","476257591975.096","499243899014.129","505350803404.865","528920031608.791","548954306452.716","573364402091.289","607869415054.5","649192241726.853","668870732077.418","702642165292.122","745731956296.784","768028118273.378","809456398634.17","827605549001.255","870990332765.681","920742334801.5","996347353003.453","1041092083314.66","1112410468981.57","1155302565995.11","1201419061102.63","1270558310444.18","1355370203835.86","1424019623692.68","1514881769354.46","1606082402839.35","1717355849717.32","1845076725437.84","1957021783468.98","2098213125054.74","2207151079666.07","2116111055173.91","2336363723077.47","2499431457315.77",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450688580858.412","459342082782.834","457830580892.037","471951966559.8","483237912506.329","510195237426.757","531540984291.843","549732077580.483","571581905421.757","591544611447.181","603823286211.323","630908769914.088","645801343094.327","675118633010.534","716521769650.516","758655872342.526","820628964821.27","862538445701.169","888117808881.667","903599671295.16","960227355647.358","973075501205.932","1014666285581.31","1066979476191.67","1105441064680.41","1169656866360.2","1196508823410.74","1226969262522.22","1264571005384.47","1308805649304.36","1285857271402.12","1349464011828.5","1398465235545.21",
"Trinidad and Tobago","TTO","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","1937226256.9142","1920627334.09192","1891705764.14454","1923373549.06945","2119341501.67905","2441837148.92873","2602847788.28719","2969568010.99108","3403869963.38691","3526703115.28619","4086209068.22535","4241528629.93907","4635755445.22753","4898020554.90489","5198462976.57521","5863610314.5758","6280838917.19583","6436158303.7492","6711347324.60062","7096682068.70621","7248088499.49266","7372225463.00488","7482372297.06928","7602360348.63331","7486284492.75447","8158545780.21303","8262053104.67042","8827961322.71974","9119274801.35938","9399561181.56759","9683167604.8598","10107510219.6407","10562561002.6619","11106744188.6831","11750170241.0276","12259045668.3569","13584785103.732","14060636636.9757","14706766816.4162","15468300443.4767","16212681712.5856","16936168381.0059","17867672033.5555","18725741647.0319","19395505881.9995","26942373674.9202","28058281717.8031","29292968460.5451","30171828883.5373","31408554745.5902","32413840565.8574","33357952806.798","33939611590.2285","34036469757.4956","34824079591.3257","34098662896.4777","34900546565.4839","35659098949.1338",
"Turkiye","TUR","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","167937734502.302","169976944115.912","168222795894.46","190270949601.534","193925069017.084","200342572887.434","217251390942.079","205711339857.992","217289903704.738","235730351585.398","255503280925.643","258192216387.799","257215143041.435","268884558985.612","250876064152.228","260835559743.736","282040368187.615","309006061519.986","328514704293.072","340565428681.029","358533472845.882","359543737959.332","346397094147.606","383843114756.517","430709874509.073","444226483312.552","477709446387.152","492644441067.006","518775101626.502","538401528838.201","570305482731.141","574071506399.964","582705995607.163","601490653103.439","693994445273.264","825156662020.387",
"Tuvalu","TUV","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9145758851.87176","9325731464.8213","9339808824.54295","9509305838.48509","9662170467.93996","10076109127.3467","10796972137.8841","11736627646.659","13405487084.2385","14056821818.979","14227173108.2988","14642948978.2088","15493180538.8693","15793643723.9117","16747392143.3822","18179401390.7949","19887519689.9728","20980627183.6385","20986892528.5665","21136818085.7603","23987875707.4219","26665771215.1711","25899193520.4112","27047990625.1643","28494882989.8438","30279416170.7782","30618273123.9507","31899945447.9674","33878886963.4717","34940640880.6972","35271419474.387","36082662122.2752","37814629904.1428",
"Uganda","UGA","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","4349960307.22049","4705913305.00817","4566044644.86673","4413178543.0305","4434771985.56032","4552903287.30465","4941753153.97548","5272526794.68416","5559016188.44068","5826862423.90453","5979758508.13293","6403900850.7599","6726780082.42072","7755919592.71586","8298541034.58877","8516742141.04623","9105119973.48671","9815905993.11122","10009962419.0845","10239193680.6747","11089011919.5656","11488785552.7721","11770333691.3544","12414928856.2724","13948975067.5989","15262626379.0535","15435596166.7004","18328580046.6833","19069268932.8143","20208407343.3428","21831789388.6863","21858233360.3351","22407293993.2044","24857417485.8143","25187941726.9755","25177925241.5035","27472799621.2836","29362940656.6129","29971420428.3947","31757848153.4895","33102234822.027",
"Ukraine","UKR","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55752261245.625","50525486752.9756","45847202157.5885","33944751845.4947","30936591534.3079","30410265736.927","27588056777.1752","27515564277.3435","27976512646.5162","27402446451.7574","28057298148.0257","30457615819.0754","32768237010.0822","36176623521.507","40353370013.5303","48228481770.6816","55643430652.6618","65089586224.0396","73041637628.5165","61634996059.1171","65914355324.3094","76153467644.3685","82362816104.3679","87737150132.8215","76740600870.1781","61676934146.6749","63329741285.5983","69236154833.6662","75686208780.9984","83961406704.2432","85360671792.9121","91153111013.6722","67358191311.4834",
"Upper middle income","UMC","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3456118609841.65","3664594285987.03","3854196969459.49","3915213352577.59","4021456915508.23","4278125784339.08","4407237972368.58","4575837603144.92","4776992741862.49","5089455774202.33","5446201222943.83","5856841851172.97","6360748406713.83","6752382551253.71","6916385937455.58","7476303149706.07","8154514546727.53","8666442666253.8","9179121060942.02","9631875410773.75","9984112970921.67","10397129182864.1","11022270079855.8","11602560929354.1","12101680022888.6","11629995757748.7","12747909772987.1","13155073264539.8",
"Uruguay","URY","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38548534913.7368","","","","","","","",
"United States","USA","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","3183593154000","3305171397000","3507607205000","3681191861000","3650354832000","3733125298000","3941186944000","4107758275000","4287532131000","4389446210000","4375742594000","4436416416000","4501357781000","4756183359000","5006395010000","5265600997000","5482971256000","5668725120000","5905501700000","6077682329000","6200091507000","6211283832000","6439862956000","6664205675000","6922397805000","7126644350000","7373933134000","7651598722000","8057980421000","8491588376000","8919298056000","9140174004000","9372603257000","9669172130000","10033699614000","10389032325000","10690039986000","10949905662000","10966333655000","10823168616000","11029448714000","11217120345000","11370496933000","11568799472000","11896231644000","12297438000000","12599282434000","12931670053000","13286129991000","13552086595000","13210275551000","14320646003000","14683221666000",
"Uzbekistan","UZB","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33927869281.925","38444817370.6577","42338036100.3773","46031625809.0287","50052245412.3507","55943950530.7312","60561906433.6528","63082284318.0061","67722839761.4045","71483722591.5216","71652773576.4124","79873036378.4346","88961410794.7456",
"St. Vincent and the Grenadines","VCT","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
