"Data Source","World Development Indicators",

"Last Updated Date","2024-02-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Algeria","DZA","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","8298468518.96608","6302634312.45165","5042107465.12324","8928731942.5156","9769083199.49066","10294302725.4805","8305630762.73096","8344624497.37497","9007514854.73252","9709398986.87533","10762225184.1147","11386121808.7779","13374794620.1134","13569762518.6074","16962202745.4132","18872887201.2567","20393637511.6376","22616270300.4568","22616270300.4568","24799911818.5016","27373485862.5963","29785100116.2734","30361035726.5676","32303117612.7019","33988215671.4483","36129133474.4919","35808260052.1895","33767296010.6476","30805385334.8412","34244796000.1864","33038140499.0262","30603721548.6374","32078367964.4486","31267948928.7549","31091153711.7064","31736360112.325","30973859090.5517","30305447766.6566","30940844323.6162","31854252297.8467","33403246877.1887","34204924802.3513","35607326718.5183","37174049095.0323","39516014188.1546","41294234826.3463","42615650340.9821","44874279808.6332","47925730835.079","50849200416.0176","53696755640.1679","56918560977.7293","59764489027.1892","62752713478.5487","65513832871.3754","68068872353.8178","70428241742.3764","71736446134.3993","73838644180.9041","75452973698.0385","73011042001.6566","75972278908.9562","78240240581.8835",
"East Asia & Pacific (excluding high income)","EAP","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1198886219880.06","1315607835615.75","1386468205683.71","1414368648370.91","1517110665971.5","1652071165090.5","1750397693166.37","1883180855615.26","1996409247693.92","2146205023343.83","2337957971991.36","2528645332819.5","2807207441843.44","3024166410431.34","3258322207634.59","3578768353949.45","4017140134207.71","4358207432338.76","4701484009970.46","5083626009103.33","5485479120432.75","5929689298285.57","6439234963686.94","6939532053864.89","7374616941854.15","7180072405212.15","7903554472804.87","8027663650802.46",
"Early-demographic dividend","EAR","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","705727544200.593","744556315469.189","794904875823.405","875871264556.691","906278668453.526","955025008660.563","996477201944.556","1047332395362.02","1105772648856.35","1145937079526.94","1190892275041.32","1239326265114.62","1302913536586.42","1375103738360.09","1428797395182.45","1486463112911.88","1558004442042.34","1615763293016.05","1743498460517.79","1845713740453.13","1854129622810.51","1892988862785.54","1950154647050.41","2001546072650.52","2018036313114.39","2070469000558.49","2139595033619.15","2200611001914.66","2343035343259.87","2423434472182.48","2514881403521.14","2601719513493.74","2682380930228.13","2748615989698.27","2903876111289.42","3069554370465.23","3179884856429.71","3270559024438.15","3414495062607.63","3491296409354.43","3556098793223","3704895994433.78","3906859473711.26","4132925166548.66","4351334916106.07","4618419610113.46","4788309073255.53","4814259506480.84","5103121200363.3","5415898662755.08","5630261496165.52","5876758492051.73","6080079847261.3","6355365510117.05","6632631987681.32","6920923306733.98","7165640452941.39","7385201165256.79","7054021708226.21","7674734461255.64","8254626154381.31",
"East Asia & Pacific","EAS","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4431366294630.61","4651361362907.53","4783916328405.02","4772419336598.41","4983228719325.8","5231910321911.46","5428614450790.61","5659160466203.67","5814866185348.37","6051612276175.1","6346220592373.9","6622050405662.68","7006021621766.11","7236456619985.09","7452606616764.2","7901126178228.01","8400148177364.9","8838891000115.68","9292928517830.64","9705064322462.3","10162834187528.5","10655475046525.8","11257680007643","11836823689374.3","12296431258184.6","11872931850734.9","12674321999400.8","12939980060310",
"Europe & Central Asia (excluding high income)","ECA","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","683537833789.733","714204865427.636","708899438935.54","698416027746.47","738207447535.533","756702665925.535","805191270844.699","868631657947.715","962637768386.544","1055115695509.68","1150549366448.09","1275210587513.96","1363839164849.01","1298543207475.82","1390828759901.5","1511211971979.99","1602181563846.47","1697405537037.89","1727593327438.96","1668856791924.35","1679570432830.84","1756212613371.86","1815394089717.19","1882011992621.28","1847611402745.21","2054585785902.09","2169949719701",
"Europe & Central Asia","ECS","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","4072382301567.83","4255180094245.25","4474796421990.69","4702304386833.81","4768351406483.86","4848896583458.96","5040554961743.5","5172728741038.3","5336635005345.16","5533318000930.26","5629715593441.28","5655984880687.64","5702982547981.33","5782557460021.78","5873283699643.25","6022902835905.48","6268690603689.61","6505307238657.48","6759644882954.89","6980100991069.41","7182063587376.71","7268535418030.85","7391834022828.28","7400033665398.8","7512178817566.15","7651683239250.46","7855559151666.75","8079683091535.57","8325851299059.11","8579156042218.24","8872360477837.96","9065205026811.71","9225175402212.87","9431864854230.94","9713952999297.24","10003751407109.2","10274125397671.5","10613390415109.6","10736007657117.5","10547968508905.1","10751297206078.1","10897346933396.4","10968015811125.7","11075543206725.9","11237181811821.5","11397115397447.6","11646576096718.3","11932063580698.1","12177110544558","12388334099229.6","11492023313148","12180450745049.4","12728391168891",
"Ecuador","ECU","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","7245228339.24332","7628407991.2104","8145580024.82821","8381512653.3235","9101360213.5528","9331749991.73412","9397310713.59531","9709824282.91496","10171932871.8819","10726127398.4831","11653591868.082","12258547287.2545","12007992949.651","12596080020.4101","14586232021.729","16641131505.199","17859659284.1663","18523553330.4172","18948435659.1321","20447351205.2796","22050983406.8597","23676435651.604","24424740862.8237","23514806384.3989","23941684975.7473","24907017513.244","24968157838.0743","26559998063.8569","25820863759.6823","25858053183.2925","27445434758.6083","28555310028.633","28849702803.7139","29763088592.1282","31095899219.0769","32334844415.2276","32743775061.1955","34694873138.1054","37083207986.7139","32560400840.9039","32822211606.203","35277317118.6805","37773618747.9743","38907412332.9591","41411425571.5603","43245000592.7934","45127058301.9742","47039368811.732","49580499217.4534","49089636795.877","52875648764.2745","55587383826.6851","57184466189.9723","59423564467.7953","61048007955.2685","60991910000","59521731284.9349","61740414979.1625","63028970631.2213","63211100906.451","58028188221.3326","63957873146.6491","66896520506.5176",
"Egypt, Arab Rep.","EGY","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","31322862219.5166","32558537530.8823","34390953602.1207","36585030740.2419","38800204774.1734","40958115805.6064","43447549481.1979","44351702147.437","45569294405.9427","47043063252.2803","49032359707.6536","50450622608.4649","51852795006.8973","52910170913.6102","52174605065.1254","52005318875.348","58995400647.1669","60439375122.1679","59770758604.3078","56461773977.897","62808214882.7797","62391853954.1715","63936597434.8815","69290763308.751","73735647922.1279","77372772967.9732","80524359475.356","83746569770.8732","87805595715.0722","91803969548.1372","95911983736.6521","99756394511.2622","103033941326.404","106130060257.43","110605405807.089","114287083969.176","118846080830.838","123844757194.007","128754845132.651","134551833771.468","141280710821.95","146906197123.924","149845415204.541","153330192302.321","156546909623.349","164106195327.764","174667750531.805","186784052441.009","197488108858.716","208677138706.35","217268096607.939","229288509478.309","244149481009.687","252295624083.991","263385938602.002","271495956873.315","284121575518.412","296024698103.704","299401656051.566","304048500692.914","326436132770.665","346680073824.426","356292579919.732",
"Euro area","EMU","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","2520797053916.4","2648006138305.16","2783344977144.28","2927905992493.11","2993878170541.02","3061882060745.57","3207960262564.51","3314952645392.32","3415636270557.84","3545039566715.09","3625197492684.66","3643065842109.89","3670914900101.5","3704436989409.65","3752634751832.07","3832385567398.46","3967438962910.41","4110584070461.21","4254758109439.07","4411204854043.77","4553227840570.31","4677189648585.32","4770111556328.16","4733732468339.96","4809539594492.46","4895337530218.73","4997513835993.01","5096008655942.61","5262429887648.81","5439329880304.23","5599070883556.1","5702528945282.3","5746848162557.6","5814356012715.21","5916182377142.47","6033306614707.63","6157069740513.62","6268833751305.89","6284757360499.36","6214830077089.89","6270730515362.58","6280614157484.72","6217084952146.1","6176522075789.18","6230832354330.79","6347379327676.83","6474463880825.38","6590813176427.4","6688660349161.78","6778004604291.91","6252264660290.29","6524210938112.03","6796888947423.33",
"Eritrea","ERI","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","249269322694.843","261983286384.159","283727815145.057","305858010586.736","321456090902.51","327242956205.398","345568651916.355","350751864540.841","353909861095.811","358509915964.01","365915836843.029","362259941940.34","362405197148.955","363814357295.464","363089969643.329","371380814704.141","384017986787.271","406875818534.828","426777619468.409","449937279774.193","465732329694.414","479176893198.539","489591854088.91","480276680099.165","485485103075.551","493804245153.125","505907921276.953","520219528053.125","543153159502.344","569214507790.234","594467021180.859","617507165867.578","636504245580.859","651563664045.312","677998918177.344","706021885255.859","734155803623.437","759075463146.875","753746472733.203","726666591611.718","729350503294.14","711394146672.265","687788150411.328","667927869669.14","679211615766.797","699231666365.234","718065647683.593","739779924466.015","752317420130.078","760455697182.812","667229986060.937","714363203167.578","747985881805.078",
"Estonia","EST","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4363929444.3289","4402082264.09883","4625490451.2164","5079123672.65156","5752257376.80351","5959021761.04883","5981909902.46953","6402926773.45898","6847780419.39062","7508875908.67929","8238166498.27734","8908407702.32343","9775078178.03867","11033598649.8746","11963832009.5809","11421816100.7914","9828862924.92461","9704060476.93554","10002029039.816","10438775475.0559","10824905932.2254","11215705219.6387","11764721045.2551","12288362311.0629","12590502642.4121","13197263066.4211","13798169700.4191","13658261234.4242","14526200992.8863","14853944443.6996",
"Ethiopia","ETH","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34591039567.471","35773029455.4164","39292643193.5985","41856882328.5857","46016302447.6699","47772612416.4429","51905139643.8121","53315625533.8231","60591552830.255","65623801823.6007","71347384488.7604","75389576709.7718",
"European Union","EUU","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","2871189097970.33","3007456605835.69","3155392007296.63","3318174424572.57","3390517676884.66","3468871846270.74","3636051756039.34","3750536245734.92","3858495757658.93","4000348623002.41","4082597866851.96","4103080539651.21","4136192803795.85","4171085597101.31","4228961397804.78","4321229638225.74","4478450015747.56","4636530293164.68","4793314440689.06","4960030624214.59","5111936408899.05","5216591162079.16","5314524055474.31","5274587946410.25","5365176615858.83","5464210564900.09","5591009585822.17","5703379281865.37","5889089672522.67","6084095307076.51","6263386249934.51","6382937342890.08","6453086327995.67","6543032859237.16","6680253239810.81","6826874122531.22","6984133773808.21","7138677272990.23","7183549860331.25","7103035679484.88","7170988695826.19","7197584073469.62","7138656348427.23","7095951893722.38","7172527830791.03","7323911961854.37","7484671237762.73","7650706524615.41","7793880852865.63","7912890024140.7","7349767750991.37","7689063108117.21","8001088479228.74",
"Fragile and conflict affected situations","FCS","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","41811121206.0711","42537477134.0734","46081598598.6484","48800326795.5781","49653647612.1934","51188847313.5645","52154541814.768","51848620263.4875","53056795478.3984","56145608357.0734","57558200226.9531","58401430023.8281","61401552880.0781","63309915051.9531","65398018312.1094","68065287301.1719","70873464427.3438","74200893586.3281","78323843487.8906","81983017001.1718","81742252703.9062","79270257983.5937","75952814440.625","73929062928.125","75851848767.5781","79588688183.2031","82587701526.5625","85476873093.75","89600932508.2031","92597726825.7812","94543812435.9375","97080158903.9062","99506663595.7031","103612970803.906","107499594459.766","110912456111.328","115260637129.687","119297045025.781","121644774302.344","118091004513.672","121629241121.875","125149725523.828","125631254118.359","124975532000","125733329304.297","127753752278.125","130857059833.203","131846745331.641","134103494551.172","135086522972.266","130004953933.203","134218883891.797","136170517066.406",
"Fiji","FJI","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2853723478.58509","","","","","","","",
"France","FRA","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","286609246417.465","302784125649.247","324720408527.347","347552390399.773","366480014495.15","380578652047.187","398243395950.775","417451412815.332","435100579379.839","463028588464.757","484237185108.898","511293973938.59","537146854739.948","567393667323.711","583050042556.271","594435991433.847","626844720951.354","642874953209.488","667839923020.353","690483863982.368","698707605703.554","712514723625.436","735740590784.429","741840245523.391","746658105538.609","760585391473.136","788415486378.31","814251675667.742","841293999777.878","868063719899.327","890633111580.708","896451261818.573","906532049630.93","906004643787.885","921181458701.782","937045903105.747","955414966347.061","960555500448.695","998840239082.287","1033439816082.16","1071325105665.84","1098307345214.9","1121177158592.16","1137831598364.51","1160031583276.52","1188078648975.02","1213543206921.74","1245551375657.42","1252054929702.5","1255871387763.15","1279526745143.08","1287430037351.2","1281982406724.13","1288514890208.31","1299076351180.76","1318289931253.91","1341753909864.84","1361593923135.06","1374967099470.29","1399285608266.89","1306721504119.75","1373847754076.43","1405406404773.98",
"Faroe Islands","FRO","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1208518488.73654","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","466069845.868091","504376977.05765","561837625.653943","734219636.192169","776783065.121025","898088947.823798","800608801.442567","1010676791.56441","1026538089.06039","1069485357.89299","1126017258.72569","1216116091.21503","1309114300.5603","1521224943.48717","1281592034.44149","1339242436.23714","1553824093.99449","1725363291.33427","2379242201.70517","2152487920.4223","2178697336.02988","2401604290.77193","2148553334.83957","2635220298.50096","2411916712.1193","2273095654.9283","2823223673.23231","2370667026.51612","2087075438.18124","2827983252.48009","2741914196.94474","2689035670.78953","2625785677.22406","2604562054.35729","2327992316.96469","2366930051.45543","2142415817.24107","2126837896.86862","2573887596.80596","2722260680.5864","2843947969.00209","2835540623.48156","2896452023.18065","2904608731.45498","2986231374.69475","3135893380.57644","3329666283.98481","3448950639.69288","3562232468.22582","3740868669.13131","4021773311.03995","4311981310.84296","4580229668.26585","4953564188.63677","5227991644.70635","5442339301.95339","5567513105.97717","5590896661.09562","5568533074.45978","5621184389.81107","5508760702.12169","5429860455.99293","5412612479.03156",
"United Kingdom","GBR","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","595937093075.34","614924406256.831","654040186327.297","690260137061.208","679054750673.124","678149190984.64","681489210999.092","678779892766.698","715110277385.383","746333696777.668","745702994995.61","746916429394.846","755072944368.742","786758901521.572","804972839870.765","836248798011.093","890300463080.659","939299602227.352","1012161567568.34","1047487829446.65","1057700556010.61","1035878144184.74","1052207428159.71","1097829118265.57","1136464050159.5","1161055904382.19","1204398490822.96","1269539646590.48","1321891680334.48","1377846061166.49","1442302211820.65","1488769503978.33","1528283789589.51","1579634772954.14","1623529366874.34","1668881202545.81","1681042524037.17","1734598677319.64","1722832054146.91","1673101341694.14","1709144846323.51","1703470325423.81","1732851130301.41","1776758594221.14","1824960561869.75","1876607568973.35","1945639947095.9","1981220108825.87","2020112315432.44","2042055322392.7","1771771936906.92","1903574414774.22","1998483923738.24",
"Georgia","GEO","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8952497376.311","9754362856.84737","10161663106.1521","10420064995.3572","11016010962.2074","11433446347.0028","10786780636.8928","11583578549.6839","12256727809.489","13140890986.8017","14293567084.814","16359915379.9756","15572551383.4966",
"Ghana","GHA","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18938851456.1071","20082176343.7237","23118992536.5829","23615926841.2646","27702876724.1003","29345660171.7529","31214553224.8785","37401742536.1818","35511118899.4111","36297473726.9433","35683330197.8468","37943083411.3993","39386875569.8089","44937029699.1607","45687660472.1986","48926179925.2383","51173419003.2842",
"Gibraltar","GIB","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5817852750.12957","6180132956.85463","5990236952.30542","5979559454.3234","5854363250.97492","6089124660.41124","6575726022.94941","7186266393.35673","7050473905.10064","7543994455.74041","8065736584.7144","8145446879.50806","8431306271.56338","9253966931.76416","9664349150.82368","9999511863.83045","10589503532.6005",
"Gambia, The","GMB","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","949845246.668249","956203797.806682","920969250.788853","989600784.384421","1075995429.34835","1119455261.02688","1195378711.21004","1022181223.79136","1069718908.15192","1110267684.48618","1115820745.78142","1125435952.79071","1131679042.23321","1239514026.47796","1359717830.79553","1414551580.2095","1400831155.33793","1449991422.4942","1497840399.22793",
"Guinea-Bissau","GNB","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","574269137.599959","652847644.628244","667405525.48105","626520748.027536","672817843.05601","648312690.728161","686036044.926536","693121465.343055","733746863.055318","753064777.337457","848744763.030618","825999140.527004","825151442.912703","839218214.680846","804443595.734972","893972444.567359","990814516.246007","1155790635.80057","1006843447.42647","1018265058.90311","978586102.634253","","",
"Equatorial Guinea","GNQ","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1655766364.58017","2780182519.13829","3051233224.07504","3372734513.60685","3426214124.67911","3713444966.72371","3862501368.26495","4125188186.94286","4871690266.86208","5052363758.65759","5152384518.76785","5292891669.9451","5458279509.2528","5643868019.15633","5835760142.7801","5373242527.43669","5328555106.70511","5837682259.74408",
"Greece","GRC","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","25572536185.0375","27368954941.4232","28463317766.3806","30054700093.8969","33124320285.736","35451163647.8402","37928391496.6526","40610845944.8439","43793087131.6946","46555757253.8036","49686096426.1925","52373884746.6542","55519876372.1476","58905507248.8355","58314268910.1663","62671409245.1175","66248483242.5441","72082050162.0241","77784586937.6601","82245089493.5019","82619203926.0659","82054174500.8991","84835448158.4991","86614410060.9663","86945237957.6155","87389474714.38","86095115866.664","88389547472.4995","93742764100.1382","99634807896.5187","102244271263.98","105198891887.072","107589853333.418","106766709048.402","108843226774.954","111589518600.626","114574448896.864","119686419698.643","125151277732.362","129528168506.279","132796738006.416","137608736465.033","144606646183.167","151161801453.759","156613999945.396","161664554770.627","166161887606.873","172934971180.415","179132780086.758","176141150551.686","164658823836.866","150389446230.824","139004430453.589","134250815672.789","134113668784.379","133645720627.629","132830975355.195","136146335232.955","138527620617.382","141008627910.905","130513232883.527","138058185713.358","148340736225.85",
"Grenada","GRD","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","821425400.266754","899346267.315103","957400437.994857","983927740.347956","995703033.890932","996640452.510973","1003827328.59796","999995424.414279","1003926004.24217","994584709.923163","983681051.237419","990654130.095271","992463183.572543","1007215192.38267","1015947986.89568","1031390725.21531","1036554750.59589","1040485330.42378","1073508779.35436","",
"Guatemala","GTM","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","6666754365.27604","6960714190.20244","7358295800.77083","7837291673.83771","8238686500.40734","8481251472.78194","8775217526.97764","9208118402.71502","9621040366.51868","10156778849.2622","10741639790.1009","11357957276.431","12100163517.0136","12783280764.8214","13256848662.8526","13645988414.8021","14560889690.2968","15725238770.1607","16511961176.0678","17215790510.629","17798348825.5049","18039353704.2986","17497473878.4194","17251863773.9454","17446049862.3891","17384646827.4309","17528943975.5174","18212048738.6751","18958860205.4735","19528369325.9724","19925185496.9985","20798248126.2783","21778012119.6054","22714591917.7681","23815112452.3225","25064216699.7749","25766015230.9483","26796655415.439","28021260932.2821","29019014672.3748","30036314070.5532","31171723400.7192","32221355920.282","33465015462.3169","34753949097.941","36240989458.7595","37938212717.1084","39983120097.1613","41722207098.2352","41598988067.4003","43032832530.5485","44599345539.5006","46000346675.721","47703796377.9691","49868948044.9565","52433656855.1951","54568672490.3252","56354943046.1737","58354368873.3312","61108268532.7465","60108913233.0554","65201684338.0934","67968057466.5343",
"Guam","GUM","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2959395334.74705","2748294456.22539","2880730384.7319","3012170554.37746","2924543774.61375","2944458951.83278","3033081490.45744","3058971220.84217","3034077249.31839","3076894880.33929","3192402908.20963","3213313844.28961","3226258709.48197","3287000000","3336787943.04756","3426406240.53317","3413461375.34081","3428397758.25507","3256131475.31051","3364669191.1542","",
"Guyana","GUY","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","8406783728088.34","8778778827511.35","9307610405688.6","9820894899287.59","9878921951732.57","10109238845421.5","10581176718899.3","10936330236387.7","11370657488236.1","11766118842792","11870587072450.5","12022976072700","12212319468276.5","12636340801241.1","13061286996626.8","13566539466199.2","14134289929353.3","14673036835545.3","15311211834222","15859974780298.9","16304030164912.8","16497483474758","16963018029754","17294702647974.2","17832127426048.4","18302941181777.1","18876672666810.1","19455600816037.3","20109114589807.3","20953467004785","21798345032256.5","22320358338373.6","22807368567839.3","23327420717892","24037600288740.2","24756793310993.9","25409984283259.8","26093398115419.1","26240074016932.6","25898373499908.7","26357712056553.4","26694694680256.4","26972361081807.1","27353232631654.9","27913674513753","28613479816043.3","29249096364211.8","29963713866474.8","30645277425048.6","31147290387277.3","29567800082469.2","31410517110505.9","32453700515304.8",
"Hong Kong SAR, China","HKG","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","7006250680.66237","7757254673.70177","8516448459.46789","9273653295.5718","10482349704.9954","11757734426.6222","11923402233.7797","13118409989.6458","14249303368.1656","15748971413.4654","17775360128.1316","19124686978.3767","21645622176.6974","21255788042.9059","22044816073.605","23706525017.8547","27670033706.466","32395778103.8562","35457473616.2177","39773494383.1944","42797633846.0519","45037191165.6905","48515747127.8416","51355265263.2313","53589674713.1559","58185786391.3862","64381247592.1041","70414082908.6774","73108992703.9212","77686852844.0748","84879362810.7503","92163598455.965","99395185433.6509","105854474957.208","107578894314.336","111586159895.516","117767698448.599","111294720271.484","112458255823.872","117536746293.705","119182660637.696","117935589199.496","116099086679.051","124373702259.003","128781097713.402","136631014041.954","148447129991.014","151266875626.821","151537957766.075","160803187274.842","174298795718.072","181450005729.997","189832960568.02","196173030108.884","205513722707.776","209633539440.428","221158683753.612","232859557619.303","231002580617.041","206518259284.226","217995902799.595","215357853565.282",
"Honduras","HND","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","1970617980.30789","2056631952.2397","2134392978.78867","2280011372.56144","2438467886.91455","2535851349.83999","2614345904.99041","2662946461.31638","2876238993.3544","2892378056.23029","3004067702.80211","2919704375.44277","3095766952.06643","3433220226.81885","3359860822.78274","3493741614.32945","4032933487.19491","4595966583.0871","4724319601.59852","4663852195.41096","5028737728.73397","5065503761.5593","5164471447.40356","5087470888.09015","5465305464.42082","5481838617.54667","5802674281.35255","5890774020.38682","6013674312.50417","6330925866.19186","6352892992.72271","6670260162.86583","6815127581.51403","7113996118.78906","7147062425.04076","7268112853.87131","7647681677.03336","7887932671.40764","8243800121.20746","8172233535.29905","8724267425.01939","9120380962.95284","9501915265.85713","9920238724.87782","10414163784.1013","11053511220.959","12014064294.2799","12743476949.9141","13124791581.5531","13134040897.9872","13613247982.435","14103380821.9205","14706274390.3825","15260366253.0094","15650328995.5142","16260945743.1987","16911299866.6129","17791048599.2369","18775626771.9953","19653664381.0791","18426453514.9646","21255380069.6079","22552527329.6092",
"Heavily indebted poor countries (HIPC)","HPC","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209827704086.285","211732247153.866","220015606627.928","230498088477.202","238439952173.389","251221046590.012","263301101382.05","268149663567.189","281562353179.057","287390574493.949","302680929506.73","321820881344.257","338740109479.833","357968456678.877","373131193968.594","386855101186.93","402667358924.569","426214078495.213","420763960954.201","436005606109.406","465891780459.313","487339496492.814","517066917438.077","534705382920.572","554604220602.393","572940971778.248","601725165171.567","606064217151.862","636230932988.203","659753525480.361",
"Croatia","HRV","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20983560768.5437","21373897466.5465","23907721473.4161","23606122654.9294","22913819657.0687","23938597337.6955","25209436880.4055","27608295381.9792","28869249353.9385","30196957582.4139","31580864197.1017","31992326084.1296","33601698989.4775","34642256613.8198","31555611644.6655","31071022341.8663","31379676499.755","30627301480.4645","30142529251.1806","29395407851.3677","29505812709.5836","30439744576.3714","31406260885.7994","32465409111.4832","33789975834.9632","32043301236.4449","35435417412.0674","37792364992.3061",
