i,t,m,Males 00-00,Females 00-00,Males 01-04,Females 01-04,Males 05-09,Females 05-09,Males 10-14,Females 10-14,Males 15-19,Females 15-19,Males 20-29,Females 20-29,Males 30-49,Females 30-49,Males 50-59,Females 50-59,Males 60-99,Females 60-99,log HSize
42106,2018,Togo,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
42107,2018,Togo,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
42108,2018,Togo,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,1.791759469228055
42109,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
42110,2018,Togo,0,2,1,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,2.302585092994046
42111,2018,Togo,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.791759469228055
42201,2018,Togo,0,0,0,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0,2.0794415416798357
42202,2018,Togo,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,1,0,0,1.9459101490553132
42203,2018,Togo,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,2.3978952727983707
42204,2018,Togo,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
42205,2018,Togo,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
42206,2018,Togo,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1.6094379124341003
42207,2018,Togo,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.791759469228055
42208,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
42209,2018,Togo,0,0,1,0,4,0,2,0,0,0,0,0,1,1,0,0,0,0,2.1972245773362196
42210,2018,Togo,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
42212,2018,Togo,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1.6094379124341003
42216,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
42301,2018,Togo,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
42302,2018,Togo,0,0,1,1,0,0,1,1,0,0,1,2,0,0,0,1,0,0,2.0794415416798357
42303,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1.3862943611198906
42304,2018,Togo,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1.9459101490553132
42305,2018,Togo,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1.791759469228055
42306,2018,Togo,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
42307,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
42308,2018,Togo,0,0,0,0,1,0,0,1,2,1,1,0,1,1,0,0,0,0,2.0794415416798357
42309,2018,Togo,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1.6094379124341003
42311,2018,Togo,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
42401,2018,Togo,0,0,1,3,2,0,2,0,0,0,0,0,0,2,1,0,0,0,2.3978952727983707
42402,2018,Togo,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1.3862943611198906
42403,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.0986122886681098
42404,2018,Togo,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1.3862943611198906
42405,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.0986122886681098
42406,2018,Togo,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1.791759469228055
42407,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
42408,2018,Togo,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
42409,2018,Togo,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1.6094379124341003
42410,2018,Togo,0,2,3,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,2.5649493574615367
42411,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
42412,2018,Togo,0,0,3,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2.0794415416798357
42501,2018,Togo,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1.6094379124341003
42502,2018,Togo,0,0,1,2,1,1,0,1,0,0,1,1,1,1,0,0,0,0,2.302585092994046
42503,2018,Togo,0,0,0,3,2,2,1,2,0,0,0,2,1,0,0,0,0,0,2.5649493574615367
42504,2018,Togo,0,0,1,1,1,2,1,1,0,0,0,1,1,2,0,0,0,0,2.3978952727983707
42505,2018,Togo,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.791759469228055
42506,2018,Togo,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
42507,2018,Togo,0,1,2,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,2.1972245773362196
42508,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
42509,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42510,2018,Togo,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
42511,2018,Togo,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.3862943611198906
42512,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42601,2018,Togo,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1.9459101490553132
42602,2018,Togo,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.3862943611198906
42603,2018,Togo,0,0,0,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,2.0794415416798357
42604,2018,Togo,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.3862943611198906
42605,2018,Togo,0,0,4,0,0,3,0,1,0,0,0,1,1,2,0,0,0,0,2.4849066497880004
42606,2018,Togo,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0986122886681098
42607,2018,Togo,0,0,2,1,3,0,0,2,0,0,0,0,1,2,0,0,0,0,2.3978952727983707
42608,2018,Togo,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1.6094379124341003
42609,2018,Togo,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
42610,2018,Togo,1,0,2,1,0,2,0,2,0,0,0,2,1,0,0,0,0,0,2.3978952727983707
42611,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6931471805599453
42612,2018,Togo,0,1,1,3,2,2,0,0,0,0,0,1,1,2,0,0,0,0,2.5649493574615367
42701,2018,Togo,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
42702,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
42703,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471805599453
42704,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453
42705,2018,Togo,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471805599453
42706,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1.0986122886681098
42707,2018,Togo,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.3862943611198906
42708,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1.3862943611198906
42709,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.3862943611198906
42710,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.0986122886681098
42711,2018,Togo,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1.6094379124341003
42712,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6931471805599453
42801,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
42802,2018,Togo,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
42803,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
42804,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471805599453
42806,2018,Togo,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.6094379124341003
42807,2018,Togo,0,0,2,1,1,1,1,1,0,0,0,1,2,1,0,0,0,1,2.4849066497880004
42808,2018,Togo,1,0,2,0,1,2,0,0,0,0,2,2,0,1,1,0,0,0,2.4849066497880004
42809,2018,Togo,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
42810,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471805599453
42812,2018,Togo,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1.6094379124341003
42814,2018,Togo,1,0,0,2,1,0,0,1,0,0,0,1,2,2,0,0,0,1,2.3978952727983707
42816,2018,Togo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0986122886681098
42901,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
42902,2018,Togo,0,0,2,1,2,0,1,2,0,0,0,0,0,1,1,2,0,0,2.4849066497880004
42903,2018,Togo,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
42904,2018,Togo,0,0,1,1,2,2,1,1,0,0,0,1,1,1,0,0,0,0,2.3978952727983707
42905,2018,Togo,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
42906,2018,Togo,2,0,3,2,1,1,0,0,0,1,0,2,1,0,0,0,0,0,2.5649493574615367
42907,2018,Togo,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
42908,2018,Togo,0,0,0,1,3,2,1,1,1,0,0,0,1,1,0,0,0,0,2.3978952727983707
42909,2018,Togo,0,0,0,0,0,1,2,0,1,1,1,0,0,2,0,0,1,0,2.1972245773362196
42910,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.0986122886681098
42911,2018,Togo,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
42912,2018,Togo,0,0,1,3,0,1,3,1,0,1,0,1,1,1,0,0,0,0,2.5649493574615367
43001,2018,Togo,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
43002,2018,Togo,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098
43003,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471805599453
43004,2018,Togo,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.791759469228055
43005,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
43006,2018,Togo,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1.6094379124341003
43007,2018,Togo,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6931471805599453
43008,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
43009,2018,Togo,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1.791759469228055
43010,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
43011,2018,Togo,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.6931471805599453
43012,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
43101,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
43102,2018,Togo,0,0,3,0,1,2,2,0,0,0,0,0,1,2,0,0,0,0,2.3978952727983707
43103,2018,Togo,0,0,0,1,2,0,0,0,1,0,0,0,1,1,0,0,0,1,1.9459101490553132
43104,2018,Togo,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,0,1,1,2.1972245773362196
43105,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0986122886681098
43106,2018,Togo,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
43107,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
43108,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
43109,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
43110,2018,Togo,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.3862943611198906
43111,2018,Togo,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1.791759469228055
43112,2018,Togo,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1.791759469228055
43201,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471805599453
43202,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1.3862943611198906
43203,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
43204,2018,Togo,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1.9459101490553132
43205,2018,Togo,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.0986122886681098
43206,2018,Togo,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
43207,2018,Togo,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.0986122886681098
43208,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
43209,2018,Togo,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0986122886681098
43210,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
43211,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
43212,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
43301,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
43302,2018,Togo,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.6094379124341003
43303,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0986122886681098
43304,2018,Togo,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1.3862943611198906
43305,2018,Togo,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1.3862943611198906
43306,2018,Togo,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
43307,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.0986122886681098
43308,2018,Togo,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
43309,2018,Togo,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1.6094379124341003
43310,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.0986122886681098
43311,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0986122886681098
43312,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453
43401,2018,Togo,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,0,0,2.0794415416798357
43402,2018,Togo,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
43403,2018,Togo,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,2.0794415416798357
43404,2018,Togo,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
43405,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
43406,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
43407,2018,Togo,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
43408,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
43409,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
43410,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
43411,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
43414,2018,Togo,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
43501,2018,Togo,1,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,1,1,2.1972245773362196
43502,2018,Togo,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1.6094379124341003
43503,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
43504,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
43505,2018,Togo,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,2.0794415416798357
43506,2018,Togo,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.6094379124341003
43507,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
43508,2018,Togo,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1.3862943611198906
43509,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471805599453
43510,2018,Togo,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1.9459101490553132
43511,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471805599453
43512,2018,Togo,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
43602,2018,Togo,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,1.791759469228055
43605,2018,Togo,1,0,2,1,2,2,2,0,0,1,0,2,0,0,0,1,1,0,2.70805020110221
43606,2018,Togo,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1.791759469228055
43607,2018,Togo,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1.791759469228055
43608,2018,Togo,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1.6094379124341003
43609,2018,Togo,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,1,1.9459101490553132
43610,2018,Togo,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,1,1,0,2.0794415416798357
43611,2018,Togo,2,0,0,2,0,2,1,1,0,0,0,1,1,2,1,0,0,0,2.5649493574615367
43612,2018,Togo,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
43614,2018,Togo,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.3862943611198906
43615,2018,Togo,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
43616,2018,Togo,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1.9459101490553132
43701,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
43702,2018,Togo,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
43703,2018,Togo,0,0,2,1,1,2,0,0,0,0,1,0,0,1,1,1,0,0,2.302585092994046
43704,2018,Togo,0,0,0,1,2,2,0,0,0,0,0,0,0,2,0,0,1,0,2.0794415416798357
43706,2018,Togo,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1.791759469228055
43707,2018,Togo,0,0,2,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,2.0794415416798357
43708,2018,Togo,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,2.1972245773362196
43709,2018,Togo,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1.3862943611198906
43710,2018,Togo,0,0,0,0,0,0,1,0,1,0,2,0,0,2,1,0,0,0,1.9459101490553132
43711,2018,Togo,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469228055
43712,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.0986122886681098
43801,2018,Togo,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
43802,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471805599453
43803,2018,Togo,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
43804,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.0986122886681098
43805,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
43806,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
43807,2018,Togo,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
43808,2018,Togo,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
43809,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.0986122886681098
43810,2018,Togo,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.6094379124341003
43811,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
43812,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
43901,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.0986122886681098
43902,2018,Togo,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.791759469228055
43903,2018,Togo,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1.6094379124341003
43904,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1.3862943611198906
43905,2018,Togo,0,0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,1.9459101490553132
43906,2018,Togo,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1.6094379124341003
43907,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471805599453
43908,2018,Togo,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1,0,0,1,2.0794415416798357
43909,2018,Togo,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1.9459101490553132
43910,2018,Togo,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.6094379124341003
43911,2018,Togo,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1.791759469228055
43912,2018,Togo,0,0,1,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1.9459101490553132
44001,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6931471805599453
44002,2018,Togo,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.3862943611198906
44003,2018,Togo,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,2,0,0,2.0794415416798357
44004,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6931471805599453
44005,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471805599453
44006,2018,Togo,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1.791759469228055
44007,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
44008,2018,Togo,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1.791759469228055
44009,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
44010,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471805599453
44011,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471805599453
44012,2018,Togo,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1.791759469228055
44101,2018,Togo,0,0,2,1,2,0,2,0,0,0,0,1,1,1,0,0,0,0,2.302585092994046
44102,2018,Togo,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,1,1,2.0794415416798357
44103,2018,Togo,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1.3862943611198906
44104,2018,Togo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1.3862943611198906
44105,2018,Togo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
44106,2018,Togo,1,0,0,2,0,2,0,0,0,0,0,1,1,1,0,0,0,0,2.0794415416798357
44107,2018,Togo,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.791759469228055
44108,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.3862943611198906
44109,2018,Togo,0,0,1,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0,2.1972245773362196
44110,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
44111,2018,Togo,0,0,0,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2.0794415416798357
44112,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6931471805599453
44201,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471805599453
44202,2018,Togo,0,0,0,0,0,0,1,0,2,1,2,0,0,1,0,0,1,0,2.0794415416798357
44203,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0986122886681098
44204,2018,Togo,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,2.0794415416798357
44205,2018,Togo,1,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,1.9459101490553132
44207,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0986122886681098
44208,2018,Togo,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
44209,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
44210,2018,Togo,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
44211,2018,Togo,0,0,0,0,0,0,0,0,2,0,1,1,0,3,0,0,1,0,2.0794415416798357
44212,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471805599453
44213,2018,Togo,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
44301,2018,Togo,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1.791759469228055
