i,t,m,Males 00-00,Females 00-00,Males 01-04,Females 01-04,Males 05-09,Females 05-09,Males 10-14,Females 10-14,Males 15-19,Females 15-19,Males 20-29,Females 20-29,Males 30-49,Females 30-49,Males 50-59,Females 50-59,Males 60-99,Females 60-99,log HSize
9210,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
9211,2018,Togo,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0986122886681098
9212,2018,Togo,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
9214,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
9301,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1.3862943611198906
9302,2018,Togo,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
9303,2018,Togo,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
9305,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.3862943611198906
9306,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.0986122886681098
9307,2018,Togo,0,0,0,0,0,1,1,0,0,0,2,2,0,1,1,0,0,0,2.0794415416798357
9308,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
9310,2018,Togo,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,1.791759469228055
9311,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
9401,2018,Togo,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1.791759469228055
9402,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.6931471805599453
9404,2018,Togo,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098
9405,2018,Togo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0986122886681098
9406,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
9407,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6931471805599453
9408,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
9410,2018,Togo,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,1.791759469228055
9411,2018,Togo,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471805599453
9412,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
9414,2018,Togo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471805599453
9416,2018,Togo,0,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,1,1,2.1972245773362196
9502,2018,Togo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
9503,2018,Togo,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1.791759469228055
9504,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
9505,2018,Togo,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
9506,2018,Togo,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
9507,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.0986122886681098
9508,2018,Togo,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1.6094379124341003
9509,2018,Togo,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
9511,2018,Togo,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1.3862943611198906
9602,2018,Togo,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.0986122886681098
9603,2018,Togo,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1.791759469228055
9604,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471805599453
9605,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6931471805599453
9606,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471805599453
9607,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
9608,2018,Togo,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1.3862943611198906
9609,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471805599453
9610,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.6931471805599453
9611,2018,Togo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471805599453
9612,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
9614,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
9703,2018,Togo,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
9704,2018,Togo,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1.6094379124341003
9705,2018,Togo,0,1,0,0,1,0,0,0,1,0,0,0,1,3,0,1,1,0,2.1972245773362196
9706,2018,Togo,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
9707,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0986122886681098
9708,2018,Togo,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1.3862943611198906
9711,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471805599453
9801,2018,Togo,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1.791759469228055
9802,2018,Togo,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
9803,2018,Togo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471805599453
9804,2018,Togo,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1.9459101490553132
9805,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
9806,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.0986122886681098
9808,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
9809,2018,Togo,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.0986122886681098
9810,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1.0986122886681098
9811,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
9812,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
9815,2018,Togo,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1.9459101490553132
9902,2018,Togo,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1.9459101490553132
9903,2018,Togo,0,0,0,0,1,1,2,2,0,2,0,0,0,1,0,0,0,1,2.302585092994046
9904,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6931471805599453
9905,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
9907,2018,Togo,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1.3862943611198906
9908,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471805599453
9909,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453
9910,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
9912,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453
10001,2018,Togo,0,0,0,0,0,2,0,2,0,1,0,0,1,1,0,0,0,0,1.9459101490553132
10002,2018,Togo,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
10003,2018,Togo,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1.6094379124341003
10004,2018,Togo,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
10005,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.3862943611198906
10006,2018,Togo,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1.6094379124341003
10007,2018,Togo,0,0,0,0,0,0,1,1,1,2,1,0,0,1,0,0,0,0,1.9459101490553132
10008,2018,Togo,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.3862943611198906
10010,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.6931471805599453
10011,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
10012,2018,Togo,0,0,1,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1.9459101490553132
10014,2018,Togo,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
10101,2018,Togo,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1.9459101490553132
10102,2018,Togo,0,0,2,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,2.0794415416798357
10103,2018,Togo,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1.3862943611198906
10104,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
10105,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.0986122886681098
10106,2018,Togo,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0986122886681098
10107,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471805599453
10108,2018,Togo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
10109,2018,Togo,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1.6094379124341003
10110,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1.0986122886681098
10111,2018,Togo,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,0,1,1.9459101490553132
10112,2018,Togo,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1.6094379124341003
10202,2018,Togo,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.6094379124341003
10203,2018,Togo,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,1.6094379124341003
10204,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
10205,2018,Togo,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
10206,2018,Togo,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1.6094379124341003
10207,2018,Togo,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.791759469228055
10208,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
10209,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
10210,2018,Togo,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471805599453
10211,2018,Togo,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
10212,2018,Togo,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
10214,2018,Togo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0986122886681098
10301,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471805599453
10302,2018,Togo,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
10303,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6931471805599453
10304,2018,Togo,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,1.791759469228055
10305,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
10306,2018,Togo,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1.3862943611198906
10307,2018,Togo,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
10308,2018,Togo,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
10309,2018,Togo,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1.6094379124341003
10310,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
10311,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6931471805599453
10312,2018,Togo,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1.6094379124341003
10401,2018,Togo,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1.791759469228055
10402,2018,Togo,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1.6094379124341003
10403,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
10404,2018,Togo,0,0,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,1.9459101490553132
10405,2018,Togo,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
10406,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
10407,2018,Togo,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1.3862943611198906
10408,2018,Togo,0,0,1,0,0,1,0,0,1,2,1,0,0,2,1,0,0,0,2.1972245773362196
10409,2018,Togo,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
10410,2018,Togo,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1.791759469228055
10411,2018,Togo,0,0,1,0,1,1,0,0,1,2,1,0,0,1,1,0,0,0,2.1972245773362196
10412,2018,Togo,0,0,0,1,0,1,1,2,0,0,1,0,0,1,0,0,1,0,2.0794415416798357
10501,2018,Togo,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,1,0,1,2.0794415416798357
10502,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
10504,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
10505,2018,Togo,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
10506,2018,Togo,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,1.791759469228055
10507,2018,Togo,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1.6094379124341003
10508,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
10509,2018,Togo,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6094379124341003
10510,2018,Togo,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
10511,2018,Togo,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1.3862943611198906
10512,2018,Togo,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
10601,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
10602,2018,Togo,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
10603,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
10604,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0986122886681098
10605,2018,Togo,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1.3862943611198906
10606,2018,Togo,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1.3862943611198906
10607,2018,Togo,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.791759469228055
10608,2018,Togo,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1.791759469228055
10609,2018,Togo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471805599453
10610,2018,Togo,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,1.791759469228055
10611,2018,Togo,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
10612,2018,Togo,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1.6094379124341003
10701,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471805599453
10702,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
10703,2018,Togo,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1.0986122886681098
10705,2018,Togo,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
10707,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
10708,2018,Togo,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.3862943611198906
10709,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
10710,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6931471805599453
10711,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471805599453
10712,2018,Togo,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1.3862943611198906
10801,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471805599453
10802,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
10803,2018,Togo,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
10804,2018,Togo,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,2.0794415416798357
10805,2018,Togo,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1.3862943611198906
10806,2018,Togo,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.791759469228055
10807,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
10808,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6931471805599453
10809,2018,Togo,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0986122886681098
10810,2018,Togo,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1.9459101490553132
10811,2018,Togo,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1.6094379124341003
10812,2018,Togo,0,0,0,0,0,0,2,1,0,1,1,1,0,1,1,0,0,0,2.0794415416798357
10901,2018,Togo,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1.6094379124341003
10903,2018,Togo,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
10904,2018,Togo,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1.791759469228055
10905,2018,Togo,0,0,0,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,1.9459101490553132
10906,2018,Togo,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1.9459101490553132
10907,2018,Togo,0,0,1,0,2,0,0,1,0,3,2,0,0,1,1,0,0,0,2.3978952727983707
10908,2018,Togo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471805599453
10909,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
10910,2018,Togo,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471805599453
10911,2018,Togo,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1.6094379124341003
10912,2018,Togo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0986122886681098
11001,2018,Togo,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,0,0,1.9459101490553132
11003,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
11004,2018,Togo,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1.3862943611198906
11005,2018,Togo,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
11006,2018,Togo,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1.6094379124341003
11007,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
11008,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471805599453
11009,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
11010,2018,Togo,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1.3862943611198906
11011,2018,Togo,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1.3862943611198906
11012,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471805599453
11015,2018,Togo,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1.6094379124341003
11101,2018,Togo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
11102,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
11104,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.0986122886681098
11105,2018,Togo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
11106,2018,Togo,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1.3862943611198906
11107,2018,Togo,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
11108,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
11109,2018,Togo,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
11110,2018,Togo,0,1,0,0,2,0,1,0,0,2,0,1,0,0,0,1,0,1,2.1972245773362196
11111,2018,Togo,0,0,1,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,1.9459101490553132
11201,2018,Togo,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098
11203,2018,Togo,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.3862943611198906
11204,2018,Togo,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098
11205,2018,Togo,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1.3862943611198906
11206,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
11207,2018,Togo,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
11208,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
11209,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
11210,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471805599453
11212,2018,Togo,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
11214,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
11215,2018,Togo,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
11301,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6931471805599453
11302,2018,Togo,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
11303,2018,Togo,0,0,1,1,2,0,0,2,0,0,0,0,1,1,0,0,0,0,2.0794415416798357
11304,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
11306,2018,Togo,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098
11307,2018,Togo,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,1.9459101490553132
11308,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
11309,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
11310,2018,Togo,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1.9459101490553132
11311,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
11312,2018,Togo,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
11401,2018,Togo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0986122886681098
11404,2018,Togo,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1.791759469228055
11405,2018,Togo,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,1.791759469228055
11406,2018,Togo,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
11407,2018,Togo,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1.0986122886681098
11408,2018,Togo,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1.6094379124341003
11409,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471805599453
11410,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471805599453
11411,2018,Togo,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,1,1.9459101490553132
11412,2018,Togo,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1.791759469228055
11414,2018,Togo,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1.791759469228055
11416,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
11501,2018,Togo,0,1,0,0,1,2,2,0,0,0,0,1,1,1,0,0,0,0,2.1972245773362196
11502,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471805599453
11504,2018,Togo,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
11505,2018,Togo,0,0,0,0,1,0,1,2,0,1,0,0,1,1,0,0,0,0,1.9459101490553132
11507,2018,Togo,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
11508,2018,Togo,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1.6094379124341003
11509,2018,Togo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
11510,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
11511,2018,Togo,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1.6094379124341003
