i,t,m,women,men,boys,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
218510,2019,SAINT-LOUIS,5,7,4,4,0,0,1,0,1,2,3,2,3,2,3,1,0,2,2.995732274,0
218511,2019,SAINT-LOUIS,3,1,4,1,2,0,2,1,0,0,0,0,0,1,0,2,1,0,2.197224577,0
218512,2019,SAINT-LOUIS,2,1,2,2,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1.945910149,0
21852,2019,SAINT-LOUIS,4,3,4,3,0,0,0,0,2,0,3,4,1,0,0,1,1,2,2.63905733,0
21853,2019,SAINT-LOUIS,1,4,3,1,0,0,1,0,1,1,2,0,2,0,1,1,0,0,2.197224577,0
21854,2019,SAINT-LOUIS,3,4,3,2,1,0,0,1,1,1,3,0,1,1,1,2,0,0,2.48490665,0
21855,2019,SAINT-LOUIS,5,6,7,9,3,1,3,0,1,4,0,4,0,2,5,2,1,1,3.295836866,0
21856,2019,SAINT-LOUIS,7,2,1,3,0,0,0,0,0,2,1,2,2,3,0,1,0,2,2.564949357,0
21857,2019,SAINT-LOUIS,1,2,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1.386294361,0
21858,2019,SAINT-LOUIS,4,6,5,1,0,0,2,1,1,0,3,1,2,1,2,1,1,1,2.772588722,0
21859,2019,SAINT-LOUIS,5,5,3,9,0,2,0,2,1,2,2,3,3,0,1,3,1,2,3.091042453,0
2186,2019,dakar,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1.609437912,0
2187,2019,dakar,5,3,2,6,0,1,1,2,0,2,1,1,2,2,1,2,0,1,2.772588722,0
21871,2019,SAINT-LOUIS,3,2,1,3,0,0,0,2,1,0,0,1,1,2,0,1,1,0,2.197224577,0
218710,2019,SAINT-LOUIS,3,1,7,2,2,0,2,2,3,0,0,0,0,1,1,1,0,1,2.564949357,0
218711,2019,SAINT-LOUIS,1,4,4,0,0,0,2,0,0,0,3,0,2,0,1,1,0,0,2.197224577,0
218712,2019,SAINT-LOUIS,1,3,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1.609437912,0
21872,2019,SAINT-LOUIS,3,2,2,3,2,0,0,1,0,2,0,0,1,0,1,3,0,0,2.302585093,0
21873,2019,SAINT-LOUIS,2,1,3,1,1,0,2,1,0,0,0,0,0,0,1,2,0,0,1.945910149,0
21874,2019,SAINT-LOUIS,2,1,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1.609437912,0
21875,2019,SAINT-LOUIS,4,2,3,1,0,0,0,0,1,0,2,1,1,0,0,1,1,3,2.302585093,0
21876,2019,SAINT-LOUIS,3,2,0,3,0,1,0,0,0,2,1,0,0,2,0,1,1,0,2.079441542,0
21877,2019,SAINT-LOUIS,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1.609437912,0
21878,2019,SAINT-LOUIS,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1.098612289,0
21879,2019,SAINT-LOUIS,2,5,2,1,0,0,1,1,1,0,1,0,2,1,1,0,1,1,2.302585093,0
2188,2019,dakar,1,1,1,3,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1.791759469,0
21881,2019,SAINT-LOUIS,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289,1
218810,2019,SAINT-LOUIS,5,6,3,1,0,0,1,0,1,1,3,0,1,1,1,2,2,2,2.708050201,1
218811,2019,SAINT-LOUIS,1,1,0,3,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912,1
218812,2019,SAINT-LOUIS,2,0,4,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1.945910149,1
21882,2019,SAINT-LOUIS,4,4,5,3,2,1,2,1,1,1,0,0,1,3,2,0,1,1,2.772588722,1
21883,2019,SAINT-LOUIS,2,0,5,1,0,1,2,0,3,0,0,0,0,0,0,1,0,1,2.079441542,1
21884,2019,SAINT-LOUIS,3,1,10,6,2,2,2,2,6,2,0,0,0,1,1,2,0,0,2.995732274,1
21885,2019,SAINT-LOUIS,2,1,3,2,1,2,1,0,1,0,0,0,0,2,1,0,0,0,2.079441542,1
21886,2019,SAINT-LOUIS,1,3,4,5,1,0,1,2,2,1,0,2,2,1,1,0,0,0,2.564949357,1
21887,2019,SAINT-LOUIS,1,1,1,2,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1.609437912,1
21888,2019,SAINT-LOUIS,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471806,1
21889,2019,SAINT-LOUIS,5,3,2,6,1,2,1,2,0,1,0,1,2,2,0,1,1,2,2.772588722,1
2189,2019,dakar,5,2,2,2,1,0,1,1,0,1,0,0,1,2,1,2,0,1,2.397895273,0
21901,2019,SAINT-LOUIS,1,1,2,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1.609437912,1
219010,2019,SAINT-LOUIS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
219011,2019,SAINT-LOUIS,2,4,2,3,1,0,1,2,0,1,1,0,2,1,0,0,1,1,2.397895273,1
219012,2019,SAINT-LOUIS,1,1,2,2,1,0,0,2,1,0,0,0,0,1,1,0,0,0,1.791759469,1
21902,2019,SAINT-LOUIS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1
21903,2019,SAINT-LOUIS,2,1,1,3,0,2,1,0,0,1,0,0,0,2,1,0,0,0,1.945910149,1
21904,2019,SAINT-LOUIS,3,1,3,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,2.079441542,1
21905,2019,SAINT-LOUIS,2,2,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1.791759469,1
21906,2019,SAINT-LOUIS,1,0,2,5,0,1,2,1,0,3,0,0,0,0,0,1,0,0,2.079441542,1
21907,2019,SAINT-LOUIS,1,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1.386294361,1
21908,2019,SAINT-LOUIS,3,0,0,7,0,2,0,2,0,2,0,1,0,1,0,1,0,1,2.302585093,1
21921,2019,SAINT-LOUIS,2,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1.386294361,1
219210,2019,SAINT-LOUIS,2,3,3,1,0,0,2,0,0,0,2,1,1,1,0,1,1,0,2.197224577,1
219211,2019,SAINT-LOUIS,3,2,4,2,2,1,1,0,1,1,0,0,0,2,2,1,0,0,2.397895273,1
219212,2019,SAINT-LOUIS,3,3,1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,1,1.945910149,1
21922,2019,SAINT-LOUIS,3,1,2,6,1,0,0,3,1,1,0,2,1,0,0,1,0,2,2.48490665,1
21923,2019,SAINT-LOUIS,2,2,4,3,0,0,2,0,2,0,0,3,0,0,0,2,2,0,2.397895273,1
21924,2019,SAINT-LOUIS,0,1,1,4,0,2,0,0,1,1,0,1,0,0,1,0,0,0,1.791759469,1
21925,2019,SAINT-LOUIS,2,1,3,3,0,0,1,1,2,1,0,1,0,0,1,2,0,0,2.197224577,1
21926,2019,SAINT-LOUIS,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.098612289,1
21927,2019,SAINT-LOUIS,1,1,5,1,1,0,1,1,3,0,0,0,0,0,1,1,0,0,2.079441542,1
21928,2019,SAINT-LOUIS,3,2,1,1,1,0,0,0,0,1,0,1,2,1,0,1,0,0,1.945910149,1
21929,2019,SAINT-LOUIS,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1.386294361,1
21941,2019,SAINT-LOUIS,1,1,3,1,0,0,1,0,2,0,0,1,0,1,1,0,0,0,1.791759469,1
219410,2019,SAINT-LOUIS,1,0,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.386294361,1
219411,2019,SAINT-LOUIS,2,0,0,4,0,1,0,2,0,1,0,0,0,0,0,1,0,1,1.791759469,1
219412,2019,SAINT-LOUIS,1,1,3,1,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1.791759469,1
21942,2019,SAINT-LOUIS,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806,1
21943,2019,SAINT-LOUIS,1,2,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.609437912,1
21944,2019,SAINT-LOUIS,1,1,2,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912,1
21945,2019,SAINT-LOUIS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1
21946,2019,SAINT-LOUIS,2,0,2,3,1,0,1,2,0,0,0,1,0,0,0,1,0,1,1.945910149,1
21947,2019,SAINT-LOUIS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1
21948,2019,SAINT-LOUIS,1,2,0,4,0,0,0,1,0,2,1,1,0,0,0,1,1,0,1.945910149,1
21949,2019,SAINT-LOUIS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21961,2019,SAINT-LOUIS,3,2,3,1,0,0,1,0,1,1,2,0,0,0,0,0,1,2,2.197224577,1
219610,2019,SAINT-LOUIS,7,4,1,3,0,2,1,1,0,0,1,0,1,3,1,3,1,1,2.708050201,1
219611,2019,SAINT-LOUIS,4,2,0,6,0,3,0,3,0,0,0,0,0,1,1,2,1,1,2.48490665,1
219612,2019,SAINT-LOUIS,3,1,5,4,1,0,1,3,1,1,2,0,0,0,0,2,1,1,2.564949357,1
21962,2019,SAINT-LOUIS,3,2,2,2,0,0,2,1,0,1,0,0,0,0,1,2,1,1,2.197224577,1
21963,2019,SAINT-LOUIS,1,2,2,3,0,2,1,0,1,0,0,1,0,0,2,1,0,0,2.079441542,1
21964,2019,SAINT-LOUIS,4,0,3,3,0,1,2,1,0,0,1,1,0,1,0,2,0,1,2.302585093,1
21965,2019,SAINT-LOUIS,1,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1.386294361,1
21966,2019,SAINT-LOUIS,5,3,3,6,0,1,1,2,2,2,0,1,0,2,1,2,2,1,2.833213344,1
21967,2019,SAINT-LOUIS,5,3,2,3,1,0,1,0,0,2,0,2,1,0,1,1,1,3,2.564949357,1
21968,2019,SAINT-LOUIS,1,1,1,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1.609437912,1
21969,2019,SAINT-LOUIS,3,1,0,3,0,1,0,1,0,1,0,0,0,1,0,2,1,0,1.945910149,1
21981,2019,SAINT-LOUIS,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1.609437912,1
219810,2019,SAINT-LOUIS,1,2,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1.609437912,1
219811,2019,SAINT-LOUIS,3,3,3,2,1,1,0,0,1,1,1,0,2,1,0,1,1,1,2.397895273,1
219812,2019,SAINT-LOUIS,2,2,5,3,0,1,3,0,0,1,2,1,0,0,1,1,1,1,2.48490665,1
21982,2019,SAINT-LOUIS,4,3,6,5,0,1,0,2,5,0,1,2,2,0,1,3,0,1,2.890371758,1
21983,2019,SAINT-LOUIS,1,0,2,2,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1.609437912,1
21985,2019,SAINT-LOUIS,3,2,5,3,2,0,0,2,2,0,2,1,0,1,1,1,0,1,2.564949357,1
21986,2019,SAINT-LOUIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21987,2019,SAINT-LOUIS,3,0,1,2,0,0,0,1,1,0,0,2,0,1,0,1,0,0,1.791759469,1
21988,2019,SAINT-LOUIS,1,1,1,2,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1.609437912,1
21989,2019,SAINT-LOUIS,2,1,3,4,0,1,3,0,0,2,0,1,0,0,1,2,0,0,2.302585093,1
2201,2019,dakar,4,3,0,3,0,2,0,0,0,0,0,2,0,0,3,2,0,1,2.302585093,0
22010,2019,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22011,2019,SAINT-LOUIS,8,2,5,2,0,0,3,1,1,0,1,1,2,3,0,4,0,1,2.833213344,0
220110,2019,SAINT-LOUIS,1,2,1,3,0,0,0,1,0,1,1,1,2,0,0,1,0,0,1.945910149,0
220111,2019,SAINT-LOUIS,3,4,2,1,1,1,0,0,0,0,1,0,1,0,3,2,0,1,2.302585093,0
220112,2019,SAINT-LOUIS,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1.386294361,0
22012,2019,SAINT-LOUIS,6,6,3,7,2,2,1,3,0,2,0,0,1,3,3,1,2,2,3.091042453,0
22013,2019,SAINT-LOUIS,4,4,5,8,1,2,2,4,2,2,0,0,2,1,2,2,0,1,3.044522438,0
22014,2019,SAINT-LOUIS,4,3,0,1,0,1,0,0,0,0,0,0,2,2,1,1,0,1,2.079441542,0
22015,2019,SAINT-LOUIS,3,4,0,4,0,2,0,0,0,2,0,0,2,2,0,0,2,1,2.397895273,0
22016,2019,SAINT-LOUIS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806,0
22017,2019,SAINT-LOUIS,3,4,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2,1,2.079441542,0
22018,2019,SAINT-LOUIS,1,3,2,1,0,0,1,0,0,1,1,0,2,0,1,1,0,0,1.945910149,0
22019,2019,SAINT-LOUIS,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1.609437912,0
2202,2019,dakar,2,2,1,2,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1.945910149,0
2203,2019,dakar,2,2,0,2,0,0,0,0,0,1,0,1,2,0,0,1,0,1,1.791759469,0
22031,2019,SAINT-LOUIS,2,1,1,4,1,0,0,2,0,1,0,1,0,0,1,1,0,1,2.079441542,0
220310,2019,SAINT-LOUIS,5,3,1,2,1,0,0,0,0,0,0,2,2,3,0,0,1,2,2.397895273,0
220311,2019,SAINT-LOUIS,2,4,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,1.945910149,0
220312,2019,SAINT-LOUIS,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1.386294361,0
22032,2019,SAINT-LOUIS,6,5,3,1,1,1,2,0,0,0,0,0,3,3,1,1,1,2,2.708050201,0
22033,2019,SAINT-LOUIS,2,2,2,4,1,1,1,1,0,1,0,1,1,0,1,1,0,1,2.302585093,0
22034,2019,SAINT-LOUIS,2,3,3,1,1,0,0,0,1,1,1,1,2,0,0,1,1,0,2.197224577,0
22035,2019,SAINT-LOUIS,3,4,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,2.079441542,0
22036,2019,SAINT-LOUIS,4,5,5,8,1,0,2,2,2,3,0,3,2,1,2,2,1,1,3.091042453,0
22037,2019,SAINT-LOUIS,1,1,3,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1.609437912,0
22038,2019,SAINT-LOUIS,2,1,4,1,0,0,1,0,2,1,1,0,0,1,1,1,0,0,2.079441542,0
22039,2019,SAINT-LOUIS,2,4,3,0,0,0,0,0,2,0,1,0,3,0,0,1,1,1,2.197224577,0
2204,2019,dakar,2,0,2,2,1,0,1,0,0,2,0,0,0,0,0,1,0,1,1.791759469,0
2205,2019,dakar,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.098612289,0
22051,2019,SAINT-LOUIS,2,2,1,2,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1.945910149,0
220510,2019,SAINT-LOUIS,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1.386294361,0
220511,2019,SAINT-LOUIS,2,2,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1.609437912,0
220512,2019,SAINT-LOUIS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22052,2019,SAINT-LOUIS,2,2,2,3,0,0,0,1,1,1,1,1,1,1,0,1,1,0,2.197224577,0
22053,2019,SAINT-LOUIS,4,4,2,1,0,0,0,0,1,0,1,1,4,1,0,3,0,0,2.397895273,0
22054,2019,SAINT-LOUIS,9,6,9,8,3,2,3,3,0,2,3,1,2,2,3,5,1,2,3.465735903,0
22055,2019,SAINT-LOUIS,3,2,2,2,0,0,1,2,0,0,1,0,2,1,0,1,0,1,2.197224577,0
22056,2019,SAINT-LOUIS,2,1,1,2,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1.791759469,0
22057,2019,SAINT-LOUIS,1,1,3,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1.609437912,0
22058,2019,SAINT-LOUIS,4,4,6,4,1,1,4,2,1,1,0,0,0,2,3,0,1,2,2.890371758,0
22059,2019,SAINT-LOUIS,3,4,1,0,0,0,0,0,0,0,2,0,1,2,1,1,1,0,2.079441542,0
2206,2019,dakar,2,1,3,2,1,1,2,0,0,0,0,1,0,1,0,1,1,0,2.079441542,0
2207,2019,dakar,1,2,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1.609437912,0
22071,2019,SAINT-LOUIS,2,2,3,5,1,2,2,3,0,0,0,0,0,2,2,0,0,0,2.48490665,0
220710,2019,SAINT-LOUIS,3,4,1,2,1,1,0,1,0,0,0,0,1,3,2,0,1,0,2.302585093,0
220711,2019,SAINT-LOUIS,0,0,1,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1.386294361,0
220712,2019,SAINT-LOUIS,5,6,6,2,0,0,3,0,2,2,1,0,2,2,3,2,1,1,2.944438979,0
22072,2019,SAINT-LOUIS,2,5,1,1,0,1,1,0,0,0,0,0,2,1,3,1,0,0,2.197224577,0
22073,2019,SAINT-LOUIS,4,3,3,0,0,0,1,0,1,0,1,0,2,3,0,1,1,0,2.302585093,0
22074,2019,SAINT-LOUIS,3,4,3,5,1,1,0,2,1,1,1,1,2,2,1,1,1,0,2.708050201,0
22075,2019,SAINT-LOUIS,3,4,2,2,0,1,2,0,0,1,0,1,2,0,1,1,1,1,2.397895273,0
22076,2019,SAINT-LOUIS,2,4,4,1,1,0,2,0,1,0,0,1,2,1,2,0,0,1,2.397895273,0
22077,2019,SAINT-LOUIS,4,3,2,3,0,2,1,1,1,0,0,0,2,2,1,2,0,0,2.48490665,0
22078,2019,SAINT-LOUIS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22079,2019,SAINT-LOUIS,4,2,9,4,1,1,2,2,5,1,1,0,0,0,2,4,0,0,2.944438979,0
2208,2019,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2209,2019,dakar,3,4,0,1,0,0,0,0,0,0,0,1,1,1,0,1,3,1,2.079441542,0
22091,2019,SAINT-LOUIS,4,2,0,2,0,0,0,0,0,1,1,1,0,2,0,1,1,1,2.079441542,0
220910,2019,SAINT-LOUIS,3,5,1,3,1,1,0,0,0,1,0,1,3,0,1,2,1,1,2.48490665,0
220911,2019,SAINT-LOUIS,2,0,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1.609437912,0
220912,2019,SAINT-LOUIS,6,5,12,4,0,2,6,0,4,1,2,1,1,2,4,3,0,1,3.295836866,0
22092,2019,SAINT-LOUIS,5,5,4,3,2,2,1,0,0,0,1,1,3,4,1,0,1,1,2.833213344,0
22093,2019,SAINT-LOUIS,3,0,0,3,0,1,0,0,0,1,0,1,0,1,0,2,0,0,1.791759469,0
22094,2019,SAINT-LOUIS,3,4,0,2,0,0,0,0,0,2,0,0,2,0,0,2,2,1,2.197224577,0
22095,2019,SAINT-LOUIS,6,0,1,1,0,1,1,0,0,0,0,0,0,4,0,0,0,2,2.079441542,0
22096,2019,SAINT-LOUIS,1,0,3,4,0,0,2,3,1,1,0,0,0,0,0,1,0,0,2.079441542,0
22097,2019,SAINT-LOUIS,1,0,3,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1.609437912,0
22098,2019,SAINT-LOUIS,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1.609437912,0
22099,2019,SAINT-LOUIS,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.386294361,0
221,2019,dakar,3,4,2,1,0,0,2,0,0,0,0,1,1,0,1,1,2,2,2.302585093,0
2210,2019,dakar,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.098612289,0
2211,2019,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22111,2019,SAINT-LOUIS,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,0
221110,2019,SAINT-LOUIS,1,4,1,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,1.791759469,0
221111,2019,SAINT-LOUIS,1,1,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361,0
221112,2019,SAINT-LOUIS,0,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1.386294361,0
22112,2019,SAINT-LOUIS,4,1,0,4,0,1,0,1,0,1,0,1,0,2,0,1,1,1,2.197224577,0
22113,2019,SAINT-LOUIS,3,1,1,3,0,0,0,1,1,2,0,0,0,1,0,1,1,1,2.079441542,0
22114,2019,SAINT-LOUIS,1,1,1,3,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1.791759469,0
22115,2019,SAINT-LOUIS,1,2,3,1,0,0,0,1,1,0,3,0,0,0,1,1,0,0,1.945910149,0
22116,2019,SAINT-LOUIS,2,2,0,3,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1.945910149,0
22117,2019,SAINT-LOUIS,2,2,0,2,0,1,0,1,0,0,0,0,0,1,2,0,0,1,1.791759469,0
22118,2019,SAINT-LOUIS,2,5,1,1,0,1,0,0,0,0,1,0,3,1,1,0,1,1,2.197224577,0
22119,2019,SAINT-LOUIS,2,0,1,5,0,1,1,1,0,1,0,2,0,0,0,1,0,1,2.079441542,0
2212,2019,dakar,2,1,2,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1.791759469,0
22121,2019,SAINT-LOUIS,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.386294361,1
221210,2019,SAINT-LOUIS,3,2,1,3,0,1,1,0,0,2,0,0,1,1,1,2,0,0,2.197224577,1
221211,2019,SAINT-LOUIS,2,1,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1.609437912,1
221212,2019,SAINT-LOUIS,4,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1.609437912,1
22122,2019,SAINT-LOUIS,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1.386294361,1
22123,2019,SAINT-LOUIS,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22124,2019,SAINT-LOUIS,4,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1.609437912,1
22125,2019,SAINT-LOUIS,2,3,1,2,0,0,0,1,1,1,0,0,1,1,0,1,2,0,2.079441542,1
22126,2019,SAINT-LOUIS,4,2,9,5,2,1,1,2,4,1,3,1,0,1,0,2,1,1,2.995732274,1
22127,2019,SAINT-LOUIS,2,1,2,2,1,0,0,0,0,2,1,0,0,0,0,2,1,0,1.945910149,1
22128,2019,SAINT-LOUIS,3,4,4,1,0,0,1,0,1,1,2,0,2,1,0,1,2,1,2.48490665,1
22129,2019,SAINT-LOUIS,3,1,3,3,0,0,1,1,2,1,0,1,1,1,0,2,0,0,2.302585093,1
22141,2019,SAINT-LOUIS,3,1,2,2,0,1,1,0,1,0,0,1,0,0,0,1,1,2,2.079441542,1
221410,2019,SAINT-LOUIS,3,1,1,4,0,0,0,2,1,1,0,1,1,0,0,2,0,1,2.197224577,1
221411,2019,SAINT-LOUIS,8,4,1,1,0,0,0,0,1,1,0,1,1,3,1,2,2,2,2.63905733,1
221412,2019,SAINT-LOUIS,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361,1
22142,2019,SAINT-LOUIS,2,1,2,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1.609437912,1
22143,2019,SAINT-LOUIS,2,0,0,6,0,0,0,1,0,4,0,1,0,0,0,1,0,1,2.079441542,1
22144,2019,SAINT-LOUIS,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,1.791759469,1
22145,2019,SAINT-LOUIS,4,2,4,4,2,2,1,1,1,1,0,0,1,2,1,1,0,1,2.63905733,1
22146,2019,SAINT-LOUIS,1,1,0,5,0,0,0,2,0,2,0,1,0,1,0,0,1,0,1.945910149,1
22147,2019,SAINT-LOUIS,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.098612289,1
22148,2019,SAINT-LOUIS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22149,2019,SAINT-LOUIS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22161,2019,tambacounda,4,2,1,6,0,1,0,2,1,1,0,2,1,2,0,2,1,0,2.564949357,0
221612,2019,tambacounda,5,3,7,6,0,1,3,3,1,0,3,2,2,2,0,2,1,1,3.044522438,0
22162,2019,tambacounda,4,5,2,4,0,1,0,0,2,1,2,3,2,1,0,1,1,1,2.708050201,0
22163,2019,tambacounda,12,10,5,7,1,0,0,1,2,4,2,3,6,5,1,5,3,1,3.526360525,0
22164,2019,tambacounda,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806,0
22165,2019,tambacounda,6,1,2,7,0,3,1,2,1,1,0,1,0,2,1,2,0,2,2.772588722,0
22166,2019,tambacounda,3,1,4,5,0,2,3,0,1,1,0,2,0,1,1,1,0,1,2.564949357,0
22167,2019,tambacounda,11,9,9,7,3,2,3,1,1,3,4,1,2,4,4,5,1,2,3.583518938,0
22168,2019,tambacounda,1,2,3,3,1,0,1,0,0,2,1,1,1,0,0,1,1,0,2.197224577,0
22169,2019,tambacounda,3,3,2,4,0,0,1,0,1,3,0,1,2,1,0,2,1,0,2.48490665,0
22191,2019,tambacounda,19,2,9,13,2,2,5,4,1,4,1,3,1,7,0,6,1,6,3.761200116,1
221911,2019,tambacounda,4,2,8,5,1,3,4,1,1,1,2,0,0,2,2,2,0,0,2.944438979,1
221912,2019,tambacounda,13,6,5,4,1,1,2,1,2,1,0,2,2,1,0,4,4,7,3.33220451,1
22192,2019,tambacounda,1,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
22193,2019,tambacounda,2,2,4,3,0,2,2,1,2,0,0,0,0,0,1,1,1,1,2.397895273,1
22194,2019,tambacounda,7,1,1,2,0,2,0,0,0,0,1,0,0,3,1,1,0,3,2.397895273,1
22195,2019,tambacounda,9,0,4,4,0,0,0,1,4,1,0,2,0,1,0,2,0,6,2.833213344,1
22196,2019,tambacounda,1,1,4,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,1.791759469,1
22197,2019,tambacounda,10,5,10,11,3,2,2,3,4,4,1,2,1,5,3,3,1,2,3.583518938,1
22198,2019,tambacounda,6,7,9,4,1,0,4,3,2,1,4,0,3,0,0,3,2,3,3.258096538,1
22199,2019,tambacounda,6,5,7,6,1,0,3,3,3,3,0,0,3,0,1,4,1,2,3.17805383,1
222,2019,dakar,1,1,0,4,0,1,0,2,0,1,0,0,0,1,1,0,0,0,1.791759469,0
2221,2019,dakar,2,4,1,3,0,0,1,0,0,1,1,2,2,0,0,1,1,1,2.302585093,0
22210,2019,dakar,2,0,6,1,2,0,2,1,2,0,0,0,0,0,0,2,0,0,2.197224577,0
22211,2019,tambacounda,2,2,6,0,0,0,2,0,3,0,1,0,0,1,1,1,1,0,2.302585093,0
