i,t,m,women,men,boys,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
11011,2018,ziguinchor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
110110,2018,ziguinchor,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1.386294361,1
110111,2018,ziguinchor,0,2,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1.386294361,1
110112,2018,ziguinchor,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806,1
11012,2018,ziguinchor,2,2,2,4,0,0,0,1,1,1,1,2,1,1,0,1,1,0,2.302585093,1
11013,2018,ziguinchor,1,1,2,2,0,0,1,0,0,2,1,0,0,1,1,0,0,0,1.791759469,1
11014,2018,ziguinchor,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1
11015,2018,ziguinchor,1,1,1,4,0,0,0,0,1,2,0,2,0,0,1,1,0,0,1.945910149,1
11016,2018,ziguinchor,1,3,1,2,0,0,0,0,1,1,0,1,2,0,0,1,1,0,1.945910149,1
11017,2018,ziguinchor,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1.791759469,1
11018,2018,ziguinchor,1,1,2,2,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1.791759469,1
11019,2018,ziguinchor,1,4,0,2,0,0,0,2,0,0,0,0,2,0,1,0,1,1,1.945910149,1
11031,2018,ziguinchor,1,2,2,1,0,0,0,1,0,0,3,0,0,0,0,0,1,1,1.791759469,1
110310,2018,ziguinchor,2,1,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1.609437912,1
110311,2018,ziguinchor,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1.386294361,1
110312,2018,ziguinchor,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,1
11032,2018,ziguinchor,3,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1.791759469,1
11033,2018,ziguinchor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11034,2018,ziguinchor,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,1
11035,2018,ziguinchor,2,1,3,3,1,0,0,1,2,2,0,0,0,1,1,0,0,1,2.197224577,1
11036,2018,ziguinchor,3,2,0,2,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1.945910149,1
11037,2018,ziguinchor,3,1,0,2,0,0,0,0,0,1,0,2,0,1,0,1,1,0,1.791759469,1
11038,2018,ziguinchor,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.6931471806,1
11039,2018,ziguinchor,1,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1.609437912,1
11041,2018,ziguinchor,1,1,1,2,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1.609437912,0
110410,2018,ziguinchor,4,2,0,2,0,0,0,1,0,1,0,1,1,2,0,0,1,1,2.079441542,0
110411,2018,ziguinchor,3,2,0,3,0,0,0,1,0,0,0,2,0,0,2,1,0,2,2.079441542,0
110412,2018,ziguinchor,2,1,1,2,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1.791759469,0
11042,2018,ziguinchor,2,3,5,1,1,0,1,0,1,0,2,1,1,0,2,1,0,1,2.397895273,0
11043,2018,ziguinchor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,0
11044,2018,ziguinchor,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806,0
11045,2018,ziguinchor,1,5,4,1,1,0,2,0,1,1,1,0,2,0,2,1,0,0,2.397895273,0
11046,2018,ziguinchor,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1.386294361,0
11047,2018,ziguinchor,1,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1.609437912,0
11048,2018,ziguinchor,1,1,1,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1.609437912,0
11049,2018,ziguinchor,6,5,2,7,0,2,1,3,0,2,1,1,3,2,1,2,1,1,2.995732274,0
11061,2018,ziguinchor,2,4,1,1,0,0,0,0,0,1,1,0,3,1,0,1,1,0,2.079441542,0
110610,2018,ziguinchor,1,4,1,1,0,0,0,0,1,0,2,1,0,0,2,1,0,0,1.945910149,0
110611,2018,ziguinchor,2,2,2,1,0,0,2,0,0,1,0,0,0,1,2,0,0,1,1.945910149,0
110612,2018,ziguinchor,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1.098612289,0
11062,2018,ziguinchor,2,3,2,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,2.079441542,0
11063,2018,ziguinchor,3,3,5,0,1,0,1,0,3,0,0,0,1,1,1,1,1,1,2.397895273,0
11064,2018,ziguinchor,1,2,5,0,1,0,2,0,1,0,1,0,2,1,0,0,0,0,2.079441542,0
11065,2018,ziguinchor,4,3,0,1,0,0,0,0,0,0,0,1,0,3,2,0,1,1,2.079441542,0
11066,2018,ziguinchor,2,1,1,2,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1.791759469,0
11067,2018,ziguinchor,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1.609437912,0
11068,2018,ziguinchor,2,3,3,2,2,0,1,1,0,0,1,1,2,1,0,0,0,1,2.302585093,0
11069,2018,ziguinchor,0,3,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1.386294361,0
11081,2018,ziguinchor,1,5,2,1,0,0,0,0,1,0,1,1,1,0,3,0,1,1,2.197224577,0
110810,2018,ziguinchor,1,2,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1.386294361,0
110811,2018,ziguinchor,4,4,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,2,2.302585093,0
110812,2018,ziguinchor,1,2,1,2,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1.791759469,0
11082,2018,ziguinchor,5,5,1,3,1,1,0,1,0,0,0,1,2,2,2,2,1,1,2.63905733,0
11083,2018,ziguinchor,2,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1.609437912,0
11084,2018,ziguinchor,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1.386294361,0
11085,2018,ziguinchor,2,4,1,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,1.945910149,0
11086,2018,ziguinchor,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1.098612289,0
11087,2018,ziguinchor,2,1,2,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1.791759469,0
11088,2018,ziguinchor,5,4,1,4,0,0,0,2,0,1,2,1,1,3,1,1,1,1,2.63905733,0
11089,2018,ziguinchor,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1.098612289,0
111,2018,dakar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806,0
11101,2018,ziguinchor,2,2,0,3,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1.945910149,0
111010,2018,ziguinchor,1,0,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1.386294361,0
111011,2018,ziguinchor,3,0,4,1,1,0,0,1,2,0,1,0,0,2,0,0,0,1,2.079441542,0
111012,2018,ziguinchor,1,4,1,1,0,0,0,0,1,1,0,0,1,0,2,1,1,0,1.945910149,0
11102,2018,ziguinchor,1,1,1,3,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1.791759469,0
11103,2018,ziguinchor,2,3,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,1.791759469,0
11104,2018,ziguinchor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11105,2018,ziguinchor,3,0,2,2,0,0,0,0,0,1,2,1,0,2,0,1,0,0,1.945910149,0
11106,2018,ziguinchor,1,3,2,1,0,0,0,0,1,1,1,0,2,0,0,1,1,0,1.945910149,0
11107,2018,ziguinchor,4,2,4,3,1,1,1,0,1,0,1,2,1,1,1,2,0,1,2.564949357,0
11108,2018,ziguinchor,4,1,2,4,1,1,1,1,0,0,0,2,0,3,1,0,0,1,2.397895273,0
11109,2018,ziguinchor,2,0,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1.609437912,0
1111,2018,dakar,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
11110,2018,dakar,1,1,1,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1.609437912,0
11111,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11112,2018,dakar,3,2,2,2,0,0,0,0,2,1,0,1,1,1,1,1,0,1,2.197224577,0
1112,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11121,2018,ziguinchor,1,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0
111210,2018,ziguinchor,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1.386294361,0
111211,2018,ziguinchor,1,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1.609437912,0
111212,2018,ziguinchor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11122,2018,ziguinchor,1,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361,0
11123,2018,ziguinchor,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.098612289,0
11124,2018,ziguinchor,3,2,0,3,0,0,0,0,0,2,0,1,1,0,0,0,1,3,2.079441542,0
11125,2018,ziguinchor,3,3,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1.791759469,0
11126,2018,ziguinchor,3,3,1,2,0,0,0,1,0,1,2,0,0,2,1,0,1,1,2.197224577,0
11127,2018,ziguinchor,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0
11128,2018,ziguinchor,4,0,2,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,1.791759469,0
11129,2018,ziguinchor,3,1,0,3,0,0,0,1,0,1,0,2,0,1,0,1,1,0,1.945910149,0
1113,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1114,2018,dakar,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.098612289,0
11141,2018,ziguinchor,2,3,2,5,0,1,0,1,1,1,1,2,2,0,1,1,0,1,2.48490665,0
111410,2018,ziguinchor,3,1,2,3,0,0,1,0,1,1,0,3,0,1,1,1,0,0,2.197224577,0
111411,2018,ziguinchor,2,1,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1.609437912,0
111412,2018,ziguinchor,3,3,1,3,0,1,1,1,0,0,0,2,2,1,1,1,0,0,2.302585093,0
11142,2018,ziguinchor,1,1,3,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912,0
11143,2018,ziguinchor,4,2,4,1,0,0,1,0,2,1,1,0,1,1,1,3,0,0,2.397895273,0
11144,2018,ziguinchor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11145,2018,ziguinchor,3,2,3,4,1,1,1,1,0,2,1,0,1,1,0,2,1,0,2.48490665,0
11146,2018,ziguinchor,5,3,0,2,0,1,0,1,0,0,0,0,2,3,1,1,0,1,2.302585093,0
11147,2018,ziguinchor,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.098612289,0
11148,2018,ziguinchor,1,1,1,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1.609437912,0
11149,2018,ziguinchor,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289,0
1115,2018,dakar,6,3,2,4,1,0,0,1,1,2,0,2,3,1,0,2,0,2,2.708050201,0
1116,2018,dakar,1,3,1,3,0,0,0,2,0,1,1,0,2,0,0,1,1,0,2.079441542,0
11161,2018,ziguinchor,2,1,3,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1.945910149,0
111610,2018,ziguinchor,3,3,7,4,3,1,1,0,3,2,0,1,0,1,2,2,1,0,2.833213344,0
111611,2018,ziguinchor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111612,2018,ziguinchor,3,1,2,6,1,0,0,2,0,2,1,3,0,1,1,1,0,0,2.48490665,0
11162,2018,ziguinchor,2,3,2,2,0,0,0,0,2,0,0,2,2,1,0,0,1,1,2.197224577,0
11163,2018,ziguinchor,2,2,1,3,0,0,1,0,0,2,0,2,1,0,1,1,0,0,2.079441542,0
11164,2018,ziguinchor,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.098612289,0
11165,2018,ziguinchor,4,3,1,2,0,0,0,1,0,1,1,0,2,2,0,1,1,1,2.302585093,0
11166,2018,ziguinchor,3,3,0,1,0,1,0,0,0,0,0,0,1,2,2,0,0,1,1.945910149,0
11167,2018,ziguinchor,2,1,3,1,0,0,1,0,2,0,0,1,0,1,0,1,1,0,1.945910149,0
11168,2018,ziguinchor,3,2,2,0,0,0,0,0,1,0,1,0,1,2,0,1,1,0,1.945910149,0
11169,2018,ziguinchor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1117,2018,dakar,1,2,3,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1.791759469,0
1118,2018,dakar,3,3,2,0,0,0,2,0,0,0,0,0,0,2,2,0,1,1,2.079441542,0
11181,2018,ziguinchor,2,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1.609437912,0
111810,2018,ziguinchor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111811,2018,ziguinchor,1,1,2,2,1,0,0,0,1,2,0,0,0,0,1,1,0,0,1.791759469,0
111812,2018,ziguinchor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11182,2018,ziguinchor,1,1,1,3,0,2,1,0,0,1,0,0,0,1,1,0,0,0,1.791759469,0
11183,2018,ziguinchor,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806,0
11184,2018,ziguinchor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11185,2018,ziguinchor,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.098612289,0
11186,2018,ziguinchor,1,0,2,2,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1.609437912,0
11187,2018,ziguinchor,1,2,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1.609437912,0
11188,2018,ziguinchor,2,2,2,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0,1.791759469,0
11189,2018,ziguinchor,1,2,1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1.609437912,0
1119,2018,dakar,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0
112,2018,dakar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
11201,2018,ziguinchor,5,2,3,1,0,0,0,1,2,0,1,0,1,2,1,1,0,2,2.397895273,0
112010,2018,ziguinchor,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806,0
112011,2018,ziguinchor,1,1,2,3,0,1,2,0,0,1,0,1,0,0,0,1,1,0,1.945910149,0
112012,2018,ziguinchor,1,2,1,2,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1.791759469,0
11202,2018,ziguinchor,1,1,3,4,1,0,1,3,0,1,1,0,0,0,0,1,1,0,2.197224577,0
11203,2018,ziguinchor,1,1,0,4,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1.791759469,0
11204,2018,ziguinchor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
11205,2018,ziguinchor,1,1,2,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1.609437912,0
11206,2018,ziguinchor,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1.386294361,0
11207,2018,ziguinchor,3,1,2,3,0,0,0,2,2,1,0,0,0,1,0,2,1,0,2.197224577,0
11208,2018,ziguinchor,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289,0
11209,2018,ziguinchor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11221,2018,ziguinchor,2,3,2,1,0,0,0,0,2,0,1,1,1,1,1,1,0,0,2.079441542,0
112210,2018,ziguinchor,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471806,0
112211,2018,ziguinchor,2,4,5,5,1,0,1,2,1,2,2,1,3,1,1,1,0,0,2.772588722,0
112212,2018,ziguinchor,1,3,6,4,0,0,2,4,3,0,1,0,2,0,0,0,1,1,2.63905733,0
11222,2018,ziguinchor,3,2,0,2,0,0,0,0,0,2,0,0,0,1,2,0,0,2,1.945910149,0
11223,2018,ziguinchor,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912,0
11224,2018,ziguinchor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11225,2018,ziguinchor,2,7,1,2,0,0,0,0,0,1,2,2,5,0,1,1,0,0,2.48490665,0
11226,2018,ziguinchor,1,4,2,1,0,0,1,0,0,0,1,1,2,1,2,0,0,0,2.079441542,0
11227,2018,ziguinchor,2,2,2,1,1,1,1,0,0,0,0,0,2,2,0,0,0,0,1.945910149,0
11228,2018,ziguinchor,2,2,2,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1.791759469,0
11229,2018,ziguinchor,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806,0
11251,2018,ziguinchor,2,1,1,5,0,2,0,2,1,1,0,0,0,1,1,1,0,0,2.197224577,1
112510,2018,ziguinchor,1,0,2,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1.386294361,1
112511,2018,ziguinchor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
112512,2018,ziguinchor,1,1,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361,1
11252,2018,ziguinchor,2,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1.609437912,1
11253,2018,ziguinchor,4,0,3,1,1,1,2,0,0,0,0,2,0,1,0,0,0,1,2.079441542,1
11254,2018,ziguinchor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11255,2018,ziguinchor,1,2,3,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1.791759469,1
11256,2018,ziguinchor,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1.386294361,1
11257,2018,ziguinchor,1,1,2,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1.791759469,1
11258,2018,ziguinchor,4,3,1,3,1,2,0,0,0,1,0,0,1,3,1,0,1,1,2.397895273,1
11259,2018,ziguinchor,1,2,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1.609437912,1
11271,2018,diourbel,2,2,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1.791759469,0
112710,2018,diourbel,5,2,4,3,3,0,0,1,1,2,0,1,1,1,0,2,1,1,2.63905733,0
112711,2018,diourbel,3,0,1,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1.609437912,0
112712,2018,diourbel,5,4,4,3,1,0,0,1,2,0,1,2,1,2,2,1,1,2,2.772588722,0
11272,2018,diourbel,2,2,3,2,2,0,0,1,1,1,1,0,1,0,0,2,0,0,2.197224577,0
11273,2018,diourbel,4,1,4,10,1,3,1,2,2,2,0,3,0,1,1,2,0,1,2.944438979,0
11274,2018,diourbel,5,4,3,0,0,0,3,0,0,0,0,0,2,1,1,2,1,2,2.48490665,0
11275,2018,diourbel,3,3,4,1,3,0,0,1,0,0,1,0,1,2,2,1,0,0,2.397895273,0
11276,2018,diourbel,2,2,2,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1.945910149,0
11277,2018,diourbel,3,0,3,2,1,1,1,0,1,0,0,1,0,2,0,0,0,1,2.079441542,0
11278,2018,diourbel,1,0,4,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,1.791759469,0
11279,2018,diourbel,2,2,3,2,2,2,1,0,0,0,0,0,1,1,1,1,0,0,2.197224577,0
11291,2018,diourbel,1,1,1,3,0,0,1,3,0,0,0,0,0,0,0,1,1,0,1.791759469,1
112910,2018,diourbel,1,0,1,3,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1.609437912,1
112911,2018,diourbel,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.098612289,1
112912,2018,diourbel,3,0,4,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,2.079441542,1
11292,2018,diourbel,1,1,3,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1.609437912,1
11293,2018,diourbel,8,1,10,5,3,1,3,2,2,2,2,0,0,2,0,3,1,3,3.17805383,1
11294,2018,diourbel,1,2,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1.609437912,1
11295,2018,diourbel,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806,1
11296,2018,diourbel,2,1,3,2,0,1,1,0,1,0,1,1,0,0,0,1,1,1,2.079441542,1
11297,2018,diourbel,1,2,1,3,0,0,0,2,1,0,1,1,0,0,0,1,1,0,1.945910149,1
11298,2018,diourbel,5,4,3,2,0,1,2,1,1,0,0,0,1,3,1,1,2,1,2.63905733,1
11299,2018,diourbel,3,4,4,5,1,1,1,1,2,2,0,1,1,0,2,2,1,1,2.772588722,1
113,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1131,2018,dakar,6,1,1,0,0,0,1,0,0,0,0,0,0,2,1,2,0,2,2.079441542,0
11310,2018,dakar,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1.386294361,0
11311,2018,diourbel,6,3,5,4,1,0,0,2,4,0,0,3,1,1,1,3,1,1,2.890371758,1
113110,2018,diourbel,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1
113111,2018,diourbel,1,0,3,3,0,0,1,0,2,1,0,2,0,0,0,1,0,0,1.945910149,1
113112,2018,diourbel,1,1,3,4,0,1,0,2,1,0,2,1,0,0,0,1,1,0,2.197224577,1
11312,2018,diourbel,2,3,2,3,0,0,1,1,1,2,1,0,0,2,1,0,1,0,2.302585093,1
11313,2018,diourbel,2,1,1,2,0,1,0,0,0,0,2,1,0,2,0,0,0,0,1.791759469,1
11314,2018,diourbel,3,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,0,1,2.079441542,1
11315,2018,diourbel,4,2,2,5,2,2,0,2,0,1,0,0,0,1,1,2,1,1,2.564949357,1
11316,2018,diourbel,4,1,1,9,0,1,1,3,0,3,0,2,0,3,0,1,1,0,2.708050201,1
11317,2018,diourbel,1,1,4,2,1,1,2,1,1,0,0,0,0,0,1,1,0,0,2.079441542,1
11318,2018,diourbel,2,2,4,4,1,1,3,3,0,0,0,0,1,1,1,0,0,1,2.48490665,1
11319,2018,diourbel,1,1,4,1,0,1,2,0,0,0,2,0,0,0,1,1,0,0,1.945910149,1
1132,2018,dakar,4,4,2,0,0,0,0,0,0,0,3,0,3,3,0,0,0,1,2.302585093,0
1133,2018,dakar,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.098612289,0
11331,2018,diourbel,3,1,3,3,0,0,2,2,0,0,1,2,0,2,1,0,0,0,2.302585093,0
113310,2018,diourbel,2,2,1,3,0,1,1,0,0,0,0,2,1,1,1,0,0,1,2.079441542,0
113311,2018,diourbel,2,2,4,5,2,1,1,1,1,1,0,2,0,1,2,1,0,0,2.564949357,0
113312,2018,diourbel,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,0
11332,2018,diourbel,6,1,3,1,0,0,0,0,1,1,2,1,0,2,0,1,1,2,2.397895273,0
11333,2018,diourbel,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1.609437912,0
11334,2018,diourbel,5,2,4,7,2,0,0,0,2,3,0,5,1,1,0,2,1,1,2.890371758,0
11335,2018,diourbel,2,4,3,1,0,0,2,1,0,0,1,0,3,1,0,0,1,1,2.302585093,0
11336,2018,diourbel,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6931471806,0
11337,2018,diourbel,2,1,1,3,0,1,1,0,0,2,0,0,0,0,1,1,0,1,1.945910149,0
11338,2018,diourbel,1,0,3,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1.609437912,0
11339,2018,diourbel,2,0,2,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1.609437912,0
1134,2018,dakar,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,0
1135,2018,dakar,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0
11351,2018,diourbel,2,5,3,2,0,0,1,1,2,0,0,1,2,0,2,2,1,0,2.48490665,0
113510,2018,diourbel,4,2,1,3,1,1,0,2,0,0,0,0,0,1,2,1,0,2,2.302585093,0
113511,2018,diourbel,2,2,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1.609437912,0
113512,2018,diourbel,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1.386294361,0
11352,2018,diourbel,4,2,3,2,1,1,0,0,2,1,0,0,0,2,2,1,0,1,2.397895273,0
11353,2018,diourbel,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1.609437912,0
11354,2018,diourbel,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1.386294361,0
11355,2018,diourbel,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1.098612289,0
11356,2018,diourbel,3,1,3,2,0,0,2,0,0,1,1,2,0,0,1,1,0,1,2.197224577,0
11357,2018,diourbel,8,3,5,5,2,0,2,2,0,1,1,3,0,2,1,3,2,2,3.044522438,0
11358,2018,diourbel,6,2,1,3,0,3,1,0,0,0,1,0,0,2,1,1,0,3,2.48490665,0
11359,2018,diourbel,4,4,10,0,0,0,5,0,4,0,1,1,3,3,0,0,1,0,2.890371758,0
1136,2018,dakar,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361,0
1137,2018,dakar,2,5,3,2,0,0,1,0,2,1,0,1,3,0,0,1,2,1,2.48490665,0
11371,2018,diourbel,1,2,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1.609437912,0
113711,2018,diourbel,1,1,5,1,2,0,1,1,1,0,1,0,0,1,1,0,0,0,2.079441542,0
113712,2018,diourbel,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289,0
11372,2018,diourbel,1,1,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1.609437912,0
11373,2018,diourbel,2,0,3,2,0,0,2,1,0,0,1,1,0,1,0,0,0,1,1.945910149,0
11374,2018,diourbel,4,2,2,1,1,1,1,0,0,0,0,0,1,2,0,1,1,1,2.197224577,0
11375,2018,diourbel,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1.098612289,0
11376,2018,diourbel,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1.098612289,0
11377,2018,diourbel,1,1,8,0,1,0,3,0,3,0,1,0,0,1,1,0,0,0,2.302585093,0
