i,t,m,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
80055,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,3,0
80056,2010,Nigeria,1,1,0,0,0,1,0,0,0,1,0,0,0,1
80057,2010,Nigeria,0,0,0,0,1,0,1,0,0,0,0,0,0,1
80058,2010,Nigeria,0,1,1,0,0,0,1,0,0,0,2,1,1,0
80059,2010,Nigeria,0,2,2,0,0,0,1,0,0,0,1,1,1,0
80060,2010,Nigeria,0,0,0,0,0,0,1,1,1,0,0,0,1,0
80061,2010,Nigeria,1,0,0,0,0,1,0,2,1,1,0,2,0,0
80062,2010,Nigeria,2,0,1,0,0,1,0,0,1,1,0,1,0,0
80063,2010,Nigeria,0,1,3,3,0,0,1,0,0,0,0,1,1,0
80064,2010,Nigeria,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80065,2010,Nigeria,0,0,1,0,1,1,0,0,0,1,1,0,2,0
80066,2010,Nigeria,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80067,2010,Nigeria,1,3,2,2,0,0,1,2,1,2,1,1,3,1
80068,2010,Nigeria,1,1,0,0,0,1,0,2,1,0,0,2,0,0
80069,2010,Nigeria,2,0,0,0,1,0,0,0,1,0,0,1,0,0
80070,2010,Nigeria,0,1,1,0,0,1,0,2,1,1,0,1,0,1
80071,2010,Nigeria,0,1,0,1,1,1,0,0,1,0,0,1,1,0
80072,2010,Nigeria,1,0,2,0,0,1,0,0,1,0,2,0,1,1
80073,2010,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,1
80074,2010,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,1,1
80075,2010,Nigeria,0,0,0,0,0,0,1,0,0,1,1,0,1,0
80076,2010,Nigeria,0,1,0,0,0,0,1,2,0,1,0,0,1,0
80077,2010,Nigeria,1,0,0,0,0,0,0,1,0,0,0,1,0,1
80078,2010,Nigeria,3,2,2,1,1,1,0,0,2,1,0,1,1,0
80079,2010,Nigeria,2,1,1,0,0,1,0,2,1,1,0,1,1,0
80080,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,2
80081,2010,Nigeria,0,1,1,1,0,1,0,1,1,1,0,0,1,0
80082,2010,Nigeria,2,2,1,0,0,1,0,1,2,0,1,1,1,0
80083,2010,Nigeria,0,0,1,2,0,1,0,1,1,0,1,0,1,0
80084,2010,Nigeria,0,0,1,0,2,0,1,0,0,0,1,1,1,0
80085,2010,Nigeria,0,2,1,0,1,0,0,0,0,0,0,1,0,0
80086,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,1,1,0
80087,2010,Nigeria,1,1,0,0,0,1,0,1,1,0,0,0,1,0
80088,2010,Nigeria,1,2,1,0,0,1,0,1,2,0,0,2,0,0
80089,2010,Nigeria,0,0,1,3,1,0,1,1,0,2,0,0,2,0
80090,2010,Nigeria,0,0,0,0,1,0,1,0,0,0,1,0,2,0
80091,2010,Nigeria,0,2,1,1,3,0,1,0,0,1,1,0,2,0
80092,2010,Nigeria,0,2,0,0,0,1,0,0,0,0,0,1,0,0
80093,2010,Nigeria,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80094,2010,Nigeria,0,2,2,0,0,0,1,0,1,0,0,0,1,0
80095,2010,Nigeria,2,1,0,0,0,1,0,0,0,1,0,1,0,0
80096,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,1,0
80097,2010,Nigeria,1,0,0,0,0,1,0,0,1,0,0,1,0,0
80098,2010,Nigeria,2,3,0,0,0,1,0,0,0,2,0,1,2,1
80099,2010,Nigeria,0,2,1,2,1,0,1,0,1,2,3,2,3,0
80100,2010,Nigeria,1,1,0,2,0,1,0,0,1,1,0,0,1,0
80101,2010,Nigeria,0,0,0,1,0,0,1,0,0,0,0,0,0,1
80102,2010,Nigeria,0,3,2,0,0,1,0,1,2,0,0,2,0,0
80103,2010,Nigeria,2,0,0,0,1,0,0,0,0,0,1,1,0,0
80104,2010,Nigeria,1,1,0,0,1,0,0,0,1,0,1,1,0,0
80105,2010,Nigeria,1,1,0,0,1,0,0,0,1,0,0,1,0,0
80106,2010,Nigeria,0,1,1,0,0,0,1,0,2,1,1,0,1,1
80107,2010,Nigeria,3,3,1,0,0,1,0,1,1,1,1,0,3,0
80108,2010,Nigeria,0,1,0,0,1,0,0,2,1,0,0,1,0,0
80109,2010,Nigeria,2,0,0,0,0,0,1,0,1,0,0,0,1,1
80110,2010,Nigeria,0,1,0,1,0,1,0,1,0,1,0,0,1,0
80111,2010,Nigeria,2,0,2,1,0,0,1,0,2,0,0,0,2,0
80112,2010,Nigeria,2,1,0,0,1,0,1,0,3,1,0,2,1,0
80113,2010,Nigeria,0,1,0,0,1,0,0,1,1,0,1,1,1,0
80114,2010,Nigeria,1,0,0,0,1,0,0,1,0,0,1,0,0,0
80115,2010,Nigeria,1,1,1,1,1,0,0,1,0,1,0,1,0,0
80116,2010,Nigeria,1,0,1,0,0,1,0,1,1,1,0,2,1,1
80117,2010,Nigeria,1,1,0,0,0,1,0,2,0,0,1,1,0,0
80118,2010,Nigeria,1,2,0,0,0,1,0,1,1,0,0,1,0,0
80119,2010,Nigeria,1,1,0,0,1,0,0,1,1,0,0,2,0,0
80120,2010,Nigeria,0,0,1,0,0,0,1,0,1,0,0,0,0,2
80121,2010,Nigeria,0,0,1,1,0,1,0,3,3,2,0,2,0,0
80122,2010,Nigeria,2,0,1,1,0,1,0,1,2,1,1,1,1,0
80123,2010,Nigeria,1,1,3,1,0,1,0,0,2,0,0,1,1,0
80124,2010,Nigeria,1,1,0,2,0,0,1,0,1,2,0,0,1,0
80125,2010,Nigeria,1,2,0,0,0,1,0,0,2,1,2,1,2,0
80126,2010,Nigeria,0,0,1,2,1,0,1,1,0,0,3,1,1,1
80127,2010,Nigeria,3,3,3,1,0,0,1,0,2,0,1,1,3,0
80128,2010,Nigeria,3,1,0,0,0,1,0,1,2,0,1,2,1,0
80129,2010,Nigeria,1,2,1,1,0,1,0,1,3,1,0,1,1,0
80130,2010,Nigeria,1,0,0,0,0,1,0,0,2,0,0,1,0,1
80131,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,2,0
80132,2010,Nigeria,2,0,0,0,0,1,0,0,0,0,0,2,0,0
80133,2010,Nigeria,0,4,0,0,0,1,0,1,1,2,0,2,0,0
80134,2010,Nigeria,0,0,1,1,0,1,0,2,0,0,0,1,1,0
80135,2010,Nigeria,4,6,5,2,0,1,0,0,1,0,1,2,2,0
80136,2010,Nigeria,1,1,1,1,0,1,0,0,1,1,1,2,1,0
80137,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
80138,2010,Nigeria,1,0,0,0,1,0,0,1,2,0,0,2,0,0
80139,2010,Nigeria,1,1,0,0,0,1,0,2,0,2,0,1,1,0
80140,2010,Nigeria,1,2,0,0,0,1,0,2,0,0,0,2,0,0
80141,2010,Nigeria,1,1,0,0,0,1,0,0,1,0,0,0,1,0
80142,2010,Nigeria,0,0,0,0,0,1,0,1,2,1,0,1,0,0
80143,2010,Nigeria,2,0,0,0,0,1,0,2,0,0,0,1,0,0
80144,2010,Nigeria,1,0,1,0,1,0,0,0,0,0,1,1,0,0
80145,2010,Nigeria,1,0,0,0,1,0,0,0,0,0,0,1,0,0
80146,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
80147,2010,Nigeria,0,0,0,0,0,1,0,2,1,0,0,1,0,0
80148,2010,Nigeria,0,1,1,0,0,1,0,1,1,0,0,0,1,0
80149,2010,Nigeria,1,0,0,0,1,0,0,2,0,0,1,0,0,0
80150,2010,Nigeria,0,0,0,0,0,1,0,1,1,0,0,1,0,0
80151,2010,Nigeria,1,1,1,2,1,0,0,1,0,0,1,0,1,0
80152,2010,Nigeria,0,0,0,0,1,0,0,0,0,1,0,1,1,0
80153,2010,Nigeria,1,3,0,0,1,0,0,0,0,0,0,1,0,0
80154,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80155,2010,Nigeria,1,1,0,0,1,1,0,0,2,2,0,2,1,0
80156,2010,Nigeria,0,0,1,0,1,1,0,1,1,1,0,0,1,0
80157,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80158,2010,Nigeria,0,0,0,0,1,1,0,0,0,0,0,0,0,1
80159,2010,Nigeria,1,0,0,0,1,0,0,0,0,0,0,1,0,0
80160,2010,Nigeria,0,0,1,1,1,0,1,0,0,0,0,0,0,1
80161,2010,Nigeria,1,1,0,2,0,0,1,1,1,2,0,0,1,0
80162,2010,Nigeria,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80163,2010,Nigeria,0,0,2,1,0,1,0,1,2,0,1,0,1,0
80164,2010,Nigeria,0,0,0,0,0,0,0,1,1,0,0,0,1,0
80165,2010,Nigeria,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80166,2010,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80167,2010,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80168,2010,Nigeria,0,0,0,0,1,0,0,1,0,0,0,1,0,0
80169,2010,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80170,2010,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80171,2010,Nigeria,0,1,0,0,0,0,1,0,1,0,0,0,1,3
80172,2010,Nigeria,0,2,0,0,0,1,0,1,2,0,0,2,0,0
80173,2010,Nigeria,1,0,0,1,0,1,0,0,1,0,0,0,1,0
80174,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
80175,2010,Nigeria,0,3,0,0,1,0,0,0,1,0,0,1,0,0
80176,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80177,2010,Nigeria,1,0,0,0,1,0,0,0,0,0,1,0,0,0
80178,2010,Nigeria,1,2,0,0,0,1,0,0,0,0,0,1,0,0
80179,2010,Nigeria,0,1,1,0,0,1,0,0,2,1,0,1,1,0
80180,2010,Nigeria,1,0,0,0,1,0,0,0,0,0,1,0,0,0
80181,2010,Nigeria,0,0,0,0,0,0,1,0,1,0,0,0,0,2
80182,2010,Nigeria,0,0,2,0,0,1,1,0,1,0,0,0,1,0
80183,2010,Nigeria,1,1,0,0,0,1,0,0,0,1,0,1,1,0
80184,2010,Nigeria,1,2,0,0,1,0,0,0,0,0,0,1,0,0
80185,2010,Nigeria,0,0,1,0,0,1,0,0,1,0,0,1,0,0
80186,2010,Nigeria,1,2,0,0,0,1,0,0,0,0,0,1,1,0
80187,2010,Nigeria,0,1,0,1,0,1,0,0,0,2,0,0,1,0
80188,2010,Nigeria,0,0,0,0,0,1,0,1,0,0,0,1,0,0
80189,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,1,0
80190,2010,Nigeria,2,0,0,0,0,0,1,0,0,3,0,0,1,0
80191,2010,Nigeria,0,2,1,0,0,0,1,1,1,0,0,0,1,0
80192,2010,Nigeria,0,1,0,0,0,1,0,0,0,1,0,0,1,0
80193,2010,Nigeria,1,0,0,0,1,0,0,0,0,0,0,1,0,0
80194,2010,Nigeria,0,1,1,0,0,1,0,1,1,0,0,1,0,0
80195,2010,Nigeria,1,1,0,0,0,0,1,0,1,0,0,1,0,0
80196,2010,Nigeria,1,3,0,0,0,1,0,0,0,0,0,0,1,0
80197,2010,Nigeria,1,3,0,0,0,0,1,1,0,0,0,1,0,0
80198,2010,Nigeria,1,0,0,0,0,1,0,1,1,0,0,1,0,0
80199,2010,Nigeria,0,2,0,0,0,1,0,0,0,0,0,1,0,0
80200,2010,Nigeria,0,1,0,0,0,1,0,1,1,0,0,0,1,0
80201,2010,Nigeria,2,0,0,0,0,1,0,0,0,1,0,1,0,2
80202,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,1,0
80203,2010,Nigeria,1,0,0,0,1,0,0,1,0,1,0,1,0,0
80204,2010,Nigeria,0,0,2,1,2,1,0,0,2,1,1,0,2,0
80205,2010,Nigeria,0,3,0,0,0,1,0,0,0,2,1,1,0,0
80206,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
80207,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,1,0
80208,2010,Nigeria,0,1,0,2,0,1,0,0,0,1,1,0,1,0
80209,2010,Nigeria,0,0,1,0,0,0,1,0,1,0,0,0,1,0
80210,2010,Nigeria,0,1,1,0,0,0,0,1,0,0,0,1,0,0
90001,2010,Nigeria,0,1,0,0,1,1,0,1,0,1,0,1,1,0
90002,2010,Nigeria,1,2,0,0,0,1,0,0,1,0,0,1,0,0
90003,2010,Nigeria,0,0,1,0,2,0,1,0,2,0,0,0,1,0
90004,2010,Nigeria,1,1,1,2,0,1,0,0,1,0,0,0,1,0
90005,2010,Nigeria,1,0,1,0,0,1,0,0,1,0,0,1,0,0
90006,2010,Nigeria,0,0,0,0,0,0,1,0,0,2,3,0,1,0
90007,2010,Nigeria,0,0,0,0,0,1,0,1,0,0,0,1,0,0
90008,2010,Nigeria,0,0,1,1,0,1,0,0,0,0,0,0,0,0
90009,2010,Nigeria,1,2,0,0,0,0,1,0,1,0,0,1,0,0
90010,2010,Nigeria,1,1,0,0,0,1,0,0,1,1,0,0,1,0
90011,2010,Nigeria,1,1,1,1,1,1,0,0,0,0,0,1,0,0
90013,2010,Nigeria,0,0,0,0,0,1,0,1,0,0,0,1,0,0
90014,2010,Nigeria,0,2,1,0,0,1,0,0,0,0,0,1,0,0
90015,2010,Nigeria,0,0,2,0,0,0,0,0,1,0,0,0,1,0
90016,2010,Nigeria,0,0,0,1,1,0,1,0,1,2,1,0,1,0
90017,2010,Nigeria,0,0,0,0,0,1,0,1,1,0,0,1,0,0
90018,2010,Nigeria,0,0,1,1,1,0,1,0,1,0,0,0,1,0
90019,2010,Nigeria,0,0,1,1,0,0,1,0,0,0,1,1,1,0
90020,2010,Nigeria,2,0,1,0,0,0,1,0,0,1,2,1,1,0
90021,2010,Nigeria,0,1,0,1,1,0,1,0,0,0,1,0,1,0
90022,2010,Nigeria,0,1,2,0,0,0,0,0,2,1,0,1,0,0
90023,2010,Nigeria,1,0,0,0,0,0,0,0,1,1,0,0,1,0
90024,2010,Nigeria,0,0,2,0,0,0,1,0,0,1,2,0,1,0
90025,2010,Nigeria,1,1,0,1,1,1,1,1,1,0,2,1,1,0
90026,2010,Nigeria,0,1,0,1,0,1,0,1,1,0,1,0,1,0
90027,2010,Nigeria,0,0,2,1,1,0,0,1,0,0,0,0,1,0
90028,2010,Nigeria,0,0,0,0,1,0,0,0,2,0,0,1,0,0
90029,2010,Nigeria,0,0,3,0,0,0,0,1,0,1,0,0,0,1
90030,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90032,2010,Nigeria,0,0,0,2,3,0,1,0,0,0,0,0,1,0
90033,2010,Nigeria,1,0,1,0,0,1,0,1,0,0,0,1,0,0
90034,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,1,0,0,1
90035,2010,Nigeria,0,0,2,2,0,1,0,0,1,0,0,0,1,0
90036,2010,Nigeria,0,1,1,1,1,0,1,0,0,0,1,2,0,1
90037,2010,Nigeria,0,4,1,2,3,0,1,1,1,1,0,1,1,1
90038,2010,Nigeria,0,0,1,1,1,0,1,0,1,2,0,1,1,1
90039,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,1,4,0,1
90040,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90041,2010,Nigeria,1,2,0,0,0,0,1,1,0,0,2,0,1,1
90042,2010,Nigeria,0,1,0,1,1,0,0,2,1,1,0,2,0,1
90043,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90044,2010,Nigeria,0,0,0,0,1,0,1,0,1,1,1,2,0,1
90045,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90046,2010,Nigeria,1,0,0,0,1,0,0,0,0,0,0,1,1,0
90047,2010,Nigeria,2,0,0,1,0,0,1,1,1,0,0,3,1,0
90048,2010,Nigeria,0,0,0,0,1,0,1,0,1,0,0,1,0,1
90049,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90050,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90051,2010,Nigeria,1,3,1,0,1,0,1,0,1,1,0,0,0,1
90052,2010,Nigeria,0,0,1,0,0,1,0,0,1,0,0,1,0,0
90053,2010,Nigeria,0,2,1,0,1,0,0,2,0,0,0,1,0,0
90054,2010,Nigeria,0,1,1,0,0,1,0,0,0,0,0,0,1,0
90055,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90056,2010,Nigeria,0,0,1,1,0,0,1,0,1,1,0,0,1,0
90057,2010,Nigeria,2,0,1,0,0,1,0,0,2,1,0,1,1,0
90058,2010,Nigeria,0,0,1,0,0,1,0,1,1,1,0,0,1,0
90059,2010,Nigeria,0,0,0,0,0,0,1,0,2,0,1,1,1,0
90060,2010,Nigeria,0,1,0,0,0,0,0,1,0,0,0,0,1,0
90061,2010,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90062,2010,Nigeria,0,1,0,0,0,0,0,0,0,0,0,1,0,1
90063,2010,Nigeria,0,0,2,1,1,0,1,0,0,0,0,1,1,0
90064,2010,Nigeria,0,1,0,1,1,0,1,1,0,0,2,2,1,0
90065,2010,Nigeria,0,0,0,0,2,0,1,1,0,0,0,0,1,0
90066,2010,Nigeria,0,0,0,0,5,0,1,0,0,3,1,1,1,0
90067,2010,Nigeria,0,3,1,1,2,0,1,1,0,3,0,3,1,0
90068,2010,Nigeria,1,0,0,2,0,1,1,0,1,0,0,2,1,1
90069,2010,Nigeria,1,0,0,1,0,1,0,1,1,0,0,0,1,0
90070,2010,Nigeria,1,2,1,2,0,1,0,0,0,0,0,1,0,0
90071,2010,Nigeria,0,1,0,3,1,0,1,1,0,0,0,1,1,0
90072,2010,Nigeria,0,0,1,0,0,0,0,1,1,0,0,0,1,0
90073,2010,Nigeria,0,0,0,0,1,0,0,0,0,0,0,0,0,1
90074,2010,Nigeria,1,0,0,0,1,0,0,0,2,1,0,2,1,1
90075,2010,Nigeria,1,0,0,0,0,0,1,1,0,0,1,2,0,0
90076,2010,Nigeria,1,0,0,0,1,1,0,0,1,1,0,0,1,0
90077,2010,Nigeria,0,0,1,1,3,0,1,0,0,0,0,4,1,1
90078,2010,Nigeria,0,1,1,3,1,0,1,0,0,1,1,0,1,0
90079,2010,Nigeria,2,1,1,1,1,0,1,0,0,0,0,1,0,1
90080,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,1,1,0,1
90081,2010,Nigeria,1,0,0,0,0,0,0,0,0,0,1,0,1,1
90082,2010,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90083,2010,Nigeria,0,1,0,0,0,1,0,0,1,1,0,1,0,0
90084,2010,Nigeria,1,0,1,1,0,0,1,0,1,0,2,2,0,1
90085,2010,Nigeria,1,0,0,0,2,0,1,0,1,1,0,1,3,1
90086,2010,Nigeria,0,0,1,2,0,0,1,1,1,0,0,0,1,0
90087,2010,Nigeria,0,0,0,1,1,0,1,0,0,0,2,0,1,0
90088,2010,Nigeria,0,0,0,0,0,0,0,0,1,0,0,0,1,1
90089,2010,Nigeria,0,0,0,0,2,1,0,0,0,1,1,0,1,0
90090,2010,Nigeria,0,2,1,2,0,0,1,0,0,0,1,0,1,0
90091,2010,Nigeria,0,1,1,0,0,0,1,0,0,1,1,0,0,2
90092,2010,Nigeria,0,2,1,0,1,0,1,1,1,0,2,1,1,0
90093,2010,Nigeria,0,1,0,1,1,1,1,0,0,0,0,1,0,0
90094,2010,Nigeria,2,0,1,0,0,1,0,0,1,0,0,0,1,0
90095,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90096,2010,Nigeria,0,2,0,0,1,0,1,0,0,2,0,0,1,0
90097,2010,Nigeria,0,0,0,0,0,0,1,0,1,2,2,0,1,0
90098,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90099,2010,Nigeria,0,0,1,0,1,0,0,0,0,1,0,0,1,0
90100,2010,Nigeria,0,0,0,0,0,1,0,1,1,1,0,1,0,0
90101,2010,Nigeria,0,0,0,0,1,0,0,1,0,0,0,2,0,0
90102,2010,Nigeria,0,3,1,1,0,0,1,1,2,0,2,0,3,1
90103,2010,Nigeria,0,0,0,1,1,1,0,0,1,1,0,0,1,0
90104,2010,Nigeria,1,1,0,0,0,1,0,0,0,2,1,0,1,0
90105,2010,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,1
90106,2010,Nigeria,0,0,0,2,0,1,0,0,0,1,0,1,1,0
90107,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,1,0,0,1
90108,2010,Nigeria,0,0,1,1,0,1,0,1,1,1,0,0,1,0
90109,2010,Nigeria,0,1,0,0,1,0,0,0,0,0,0,1,0,0
90110,2010,Nigeria,0,0,1,0,2,0,0,0,0,0,1,0,0,0
90112,2010,Nigeria,0,0,0,1,0,0,1,0,0,3,2,1,3,1
90113,2010,Nigeria,0,1,0,2,1,0,1,1,0,2,1,1,2,0
90114,2010,Nigeria,0,1,1,1,0,1,0,0,0,0,1,1,1,0
90115,2010,Nigeria,0,1,1,1,0,1,0,1,0,1,0,0,1,1
90116,2010,Nigeria,0,0,0,0,0,1,0,3,0,0,0,1,0,0
90117,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90118,2010,Nigeria,0,1,1,1,0,1,1,1,0,0,1,1,0,1
90119,2010,Nigeria,1,0,0,0,0,0,1,1,0,0,0,1,0,0
90120,2010,Nigeria,0,0,0,0,0,0,1,1,0,3,0,1,0,1
90121,2010,Nigeria,1,0,0,0,0,1,0,1,0,0,0,2,0,0
90122,2010,Nigeria,0,2,4,0,0,1,0,0,0,1,0,0,1,0
90123,2010,Nigeria,0,1,0,1,0,0,0,1,0,1,1,0,1,0
90124,2010,Nigeria,1,1,2,1,0,1,0,3,2,0,0,1,1,0
90125,2010,Nigeria,1,0,0,0,0,0,0,0,1,0,0,2,1,0
90126,2010,Nigeria,0,3,0,1,0,1,0,2,1,1,0,0,1,0
90127,2010,Nigeria,0,0,0,0,1,0,0,2,0,0,0,1,0,0
90128,2010,Nigeria,2,0,0,0,1,0,0,0,0,0,0,2,0,0
90129,2010,Nigeria,0,0,0,0,1,0,1,0,0,0,5,2,1,2
90130,2010,Nigeria,0,0,0,1,0,0,1,0,0,0,1,0,1,0
100001,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100002,2010,Nigeria,1,0,0,0,0,1,0,0,0,0,1,1,0,0
100003,2010,Nigeria,0,1,0,1,0,0,0,0,0,0,0,1,0,1
100004,2010,Nigeria,0,0,1,0,1,0,1,0,1,1,0,1,1,0
100005,2010,Nigeria,1,1,1,1,0,0,1,1,1,1,0,0,1,0
100006,2010,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100007,2010,Nigeria,0,0,0,0,0,1,0,2,1,1,0,1,0,0
100008,2010,Nigeria,0,0,0,0,3,3,1,0,0,0,0,0,0,0
100009,2010,Nigeria,0,0,0,0,1,0,0,0,0,0,0,0,0,1
100010,2010,Nigeria,1,1,0,0,0,0,1,1,1,2,1,0,1,0
100011,2010,Nigeria,0,0,1,0,1,0,0,0,0,0,0,0,0,2
100012,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100013,2010,Nigeria,0,0,0,1,0,0,1,0,0,0,0,0,0,1
100014,2010,Nigeria,0,1,0,0,0,0,0,0,0,1,1,0,1,0
100015,2010,Nigeria,0,0,0,1,2,1,0,1,1,0,1,2,1,0
100016,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100017,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100019,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,1,0
100020,2010,Nigeria,2,0,0,0,1,0,0,1,0,0,0,1,0,1
100021,2010,Nigeria,0,2,2,0,0,1,0,1,0,0,0,1,1,0
100022,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100023,2010,Nigeria,0,1,0,1,0,0,0,0,0,0,1,2,0,1
100024,2010,Nigeria,0,3,1,1,0,1,0,0,1,0,0,0,1,0
100025,2010,Nigeria,0,0,0,0,1,1,0,1,0,2,0,1,0,1
100026,2010,Nigeria,0,0,0,0,0,0,1,0,0,1,0,0,1,0
100027,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,2,0,0
100028,2010,Nigeria,1,1,2,0,0,0,0,1,0,0,0,0,1,0
100029,2010,Nigeria,0,0,0,0,0,1,0,0,2,0,0,1,0,0
100030,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100031,2010,Nigeria,0,0,0,2,3,0,1,0,1,1,0,1,1,0
100032,2010,Nigeria,0,0,0,0,1,0,1,0,0,1,1,0,0,1
100033,2010,Nigeria,0,0,0,0,1,0,2,0,0,0,0,2,0,1
100034,2010,Nigeria,0,0,0,0,1,0,1,0,1,0,2,0,0,1
100035,2010,Nigeria,1,0,0,0,0,1,0,1,1,2,0,0,1,0
100036,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
100037,2010,Nigeria,0,0,1,0,0,0,0,0,0,0,0,0,1,0
100038,2010,Nigeria,0,0,0,0,0,0,0,0,0,1,0,1,1,0
100039,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,1,1,0,1
100040,2010,Nigeria,1,0,0,0,0,0,0,0,0,0,0,0,1,0
100041,2010,Nigeria,0,1,0,0,0,1,0,1,0,0,1,1,0,0
100042,2010,Nigeria,0,1,0,1,0,1,0,0,1,0,1,1,1,1
100043,2010,Nigeria,0,1,1,0,0,1,0,1,1,0,0,0,1,0
100044,2010,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100045,2010,Nigeria,0,0,2,0,0,1,0,0,0,0,1,0,1,0
100046,2010,Nigeria,0,1,1,0,0,1,0,1,0,1,0,0,1,0
100047,2010,Nigeria,0,0,0,0,0,0,1,0,1,0,0,0,0,0
100048,2010,Nigeria,0,0,0,1,0,0,1,0,0,0,0,0,0,1
100049,2010,Nigeria,0,0,0,0,2,0,1,0,0,1,1,0,1,0
100050,2010,Nigeria,0,0,0,0,0,0,1,2,1,0,0,0,1,0
100052,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100053,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100054,2010,Nigeria,0,0,0,0,2,0,0,0,0,0,0,1,0,1
100055,2010,Nigeria,0,0,0,0,1,0,0,1,0,1,0,0,0,1
100056,2010,Nigeria,0,1,1,1,0,1,0,0,0,0,1,2,1,0
100057,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,1,0,0,1
100058,2010,Nigeria,0,0,0,0,0,2,0,0,0,0,0,0,0,0
100059,2010,Nigeria,0,1,0,0,1,0,0,1,0,0,0,1,0,0
100061,2010,Nigeria,0,2,0,0,0,1,0,1,1,1,0,0,1,0
100062,2010,Nigeria,0,0,0,1,0,0,0,0,0,0,0,0,1,0
100063,2010,Nigeria,0,0,1,1,0,1,0,0,1,1,0,2,0,0
100064,2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100065,2010,Nigeria,1,0,0,0,0,1,0,0,0,0,0,0,1,0
100067,2010,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,1,1
100068,2010,Nigeria,0,0,0,2,0,0,0,0,0,0,0,1,0,1
